Id,ActivityHour,activity_date,hour,StepTotal,Calories,TotalIntensity,AverageIntensity,date,weekday,hour_bucket
1503960366,2016-04-14 02:00:00,2016-04-14,2,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Night
1503960366,2016-04-14 03:00:00,2016-04-14,3,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Night
1503960366,2016-04-14 04:00:00,2016-04-14,4,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Night
1503960366,2016-04-14 05:00:00,2016-04-14,5,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Night
1503960366,2016-04-14 06:00:00,2016-04-14,6,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Morning
1503960366,2016-04-14 07:00:00,2016-04-14,7,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Morning
1503960366,2016-04-14 08:00:00,2016-04-14,8,0.0,47.0,0.0,0.0,2016-04-14,Thursday,Morning
1503960366,2016-04-14 09:00:00,2016-04-14,9,902.0,93.0,14.0,0.233333,2016-04-14,Thursday,Morning
1503960366,2016-04-14 10:00:00,2016-04-14,10,1106.0,109.0,23.0,0.383333,2016-04-14,Thursday,Morning
1503960366,2016-04-14 11:00:00,2016-04-14,11,50.0,64.0,7.0,0.116667,2016-04-14,Thursday,Morning
1503960366,2016-04-14 12:00:00,2016-04-14,12,501.0,85.0,18.0,0.3,2016-04-14,Thursday,Afternoon
1503960366,2016-04-14 13:00:00,2016-04-14,13,1779.0,137.0,54.0,0.9,2016-04-14,Thursday,Afternoon
1503960366,2016-04-14 14:00:00,2016-04-14,14,1228.0,113.0,22.0,0.366667,2016-04-14,Thursday,Afternoon
1503960366,2016-04-14 15:00:00,2016-04-14,15,139.0,66.0,7.0,0.116667,2016-04-14,Thursday,Afternoon
1503960366,2016-04-14 16:00:00,2016-04-14,16,408.0,88.0,25.0,0.416667,2016-04-14,Thursday,Afternoon
1503960366,2016-04-14 17:00:00,2016-04-14,17,37.0,61.0,5.0,0.083333,2016-04-14,Thursday,Afternoon
1503960366,2016-04-14 18:00:00,2016-04-14,18,322.0,72.0,12.0,0.2,2016-04-14,Thursday,Evening
1503960366,2016-04-14 19:00:00,2016-04-14,19,11.0,55.0,1.0,0.016667,2016-04-14,Thursday,Evening
1503960366,2016-04-14 20:00:00,2016-04-14,20,806.0,91.0,24.0,0.4,2016-04-14,Thursday,Evening
1503960366,2016-04-14 21:00:00,2016-04-14,21,2670.0,174.0,57.0,0.95,2016-04-14,Thursday,Evening
1503960366,2016-04-14 22:00:00,2016-04-14,22,362.0,79.0,17.0,0.283333,2016-04-14,Thursday,Evening
1503960366,2016-04-14 23:00:00,2016-04-14,23,0.0,50.0,0.0,0.0,2016-04-14,Thursday,Evening
1503960366,2016-04-15 00:00:00,2016-04-15,0,83.0,60.0,6.0,0.1,2016-04-15,Friday,Night
1503960366,2016-04-15 01:00:00,2016-04-15,1,75.0,58.0,5.0,0.083333,2016-04-15,Friday,Night
1503960366,2016-04-15 02:00:00,2016-04-15,2,124.0,59.0,7.0,0.116667,2016-04-15,Friday,Night
1503960366,2016-04-15 03:00:00,2016-04-15,3,0.0,47.0,0.0,0.0,2016-04-15,Friday,Night
1503960366,2016-04-15 04:00:00,2016-04-15,4,0.0,47.0,0.0,0.0,2016-04-15,Friday,Night
1503960366,2016-04-15 05:00:00,2016-04-15,5,26.0,49.0,1.0,0.016667,2016-04-15,Friday,Night
1503960366,2016-04-15 06:00:00,2016-04-15,6,0.0,47.0,0.0,0.0,2016-04-15,Friday,Morning
1503960366,2016-04-15 07:00:00,2016-04-15,7,7.0,49.0,1.0,0.016667,2016-04-15,Friday,Morning
1503960366,2016-04-15 08:00:00,2016-04-15,8,55.0,54.0,5.0,0.083333,2016-04-15,Friday,Morning
1503960366,2016-04-15 09:00:00,2016-04-15,9,21.0,50.0,2.0,0.033333,2016-04-15,Friday,Morning
1503960366,2016-04-15 10:00:00,2016-04-15,10,154.0,63.0,8.0,0.133333,2016-04-15,Friday,Morning
1503960366,2016-04-15 11:00:00,2016-04-15,11,425.0,84.0,23.0,0.383333,2016-04-15,Friday,Morning
1503960366,2016-04-15 12:00:00,2016-04-15,12,270.0,74.0,13.0,0.216667,2016-04-15,Friday,Afternoon
1503960366,2016-04-15 13:00:00,2016-04-15,13,373.0,67.0,9.0,0.15,2016-04-15,Friday,Afternoon
1503960366,2016-04-15 14:00:00,2016-04-15,14,0.0,47.0,0.0,0.0,2016-04-15,Friday,Afternoon
1503960366,2016-04-15 15:00:00,2016-04-15,15,0.0,47.0,0.0,0.0,2016-04-15,Friday,Afternoon
1503960366,2016-04-15 16:00:00,2016-04-15,16,0.0,47.0,0.0,0.0,2016-04-15,Friday,Afternoon
1503960366,2016-04-15 17:00:00,2016-04-15,17,1774.0,140.0,47.0,0.783333,2016-04-15,Friday,Afternoon
1503960366,2016-04-15 18:00:00,2016-04-15,18,509.0,87.0,22.0,0.366667,2016-04-15,Friday,Evening
1503960366,2016-04-15 19:00:00,2016-04-15,19,519.0,97.0,32.0,0.533333,2016-04-15,Friday,Evening
1503960366,2016-04-15 20:00:00,2016-04-15,20,77.0,64.0,8.0,0.133333,2016-04-15,Friday,Evening
1503960366,2016-04-15 21:00:00,2016-04-15,21,280.0,75.0,14.0,0.233333,2016-04-15,Friday,Evening
1503960366,2016-04-15 22:00:00,2016-04-15,22,2145.0,151.0,66.0,1.1,2016-04-15,Friday,Evening
1503960366,2016-04-15 23:00:00,2016-04-15,23,2768.0,182.0,95.0,1.583333,2016-04-15,Friday,Evening
1503960366,2016-04-16 00:00:00,2016-04-16,0,459.0,77.0,15.0,0.25,2016-04-16,Saturday,Night
1503960366,2016-04-16 01:00:00,2016-04-16,1,0.0,48.0,0.0,0.0,2016-04-16,Saturday,Night
1503960366,2016-04-16 02:00:00,2016-04-16,2,63.0,52.0,3.0,0.05,2016-04-16,Saturday,Night
1503960366,2016-04-16 03:00:00,2016-04-16,3,6.0,48.0,1.0,0.016667,2016-04-16,Saturday,Night
1503960366,2016-04-16 04:00:00,2016-04-16,4,6.0,49.0,1.0,0.016667,2016-04-16,Saturday,Night
1503960366,2016-04-16 05:00:00,2016-04-16,5,12.0,49.0,1.0,0.016667,2016-04-16,Saturday,Night
1503960366,2016-04-16 06:00:00,2016-04-16,6,0.0,48.0,0.0,0.0,2016-04-16,Saturday,Morning
1503960366,2016-04-16 07:00:00,2016-04-16,7,101.0,54.0,4.0,0.066667,2016-04-16,Saturday,Morning
1503960366,2016-04-16 08:00:00,2016-04-16,8,175.0,62.0,9.0,0.15,2016-04-16,Saturday,Morning
1503960366,2016-04-16 09:00:00,2016-04-16,9,1181.0,124.0,38.0,0.633333,2016-04-16,Saturday,Morning
1503960366,2016-04-16 10:00:00,2016-04-16,10,1295.0,110.0,14.0,0.233333,2016-04-16,Saturday,Morning
1503960366,2016-04-16 11:00:00,2016-04-16,11,2043.0,147.0,30.0,0.5,2016-04-16,Saturday,Morning
1503960366,2016-04-16 12:00:00,2016-04-16,12,1513.0,119.0,42.0,0.7,2016-04-16,Saturday,Afternoon
1503960366,2016-04-16 13:00:00,2016-04-16,13,3616.0,214.0,90.0,1.5,2016-04-16,Saturday,Afternoon
1503960366,2016-04-16 14:00:00,2016-04-16,14,580.0,82.0,20.0,0.333333,2016-04-16,Saturday,Afternoon
1503960366,2016-04-16 15:00:00,2016-04-16,15,0.0,51.0,0.0,0.0,2016-04-16,Saturday,Afternoon
1503960366,2016-04-16 16:00:00,2016-04-16,16,15.0,54.0,2.0,0.033333,2016-04-16,Saturday,Afternoon
1503960366,2016-04-16 17:00:00,2016-04-16,17,380.0,79.0,17.0,0.283333,2016-04-16,Saturday,Afternoon
1503960366,2016-04-16 18:00:00,2016-04-16,18,96.0,65.0,10.0,0.166667,2016-04-16,Saturday,Evening
1503960366,2016-04-16 19:00:00,2016-04-16,19,146.0,67.0,12.0,0.2,2016-04-16,Saturday,Evening
1503960366,2016-04-16 20:00:00,2016-04-16,20,385.0,81.0,19.0,0.316667,2016-04-16,Saturday,Evening
1503960366,2016-04-16 21:00:00,2016-04-16,21,463.0,75.0,13.0,0.216667,2016-04-16,Saturday,Evening
1503960366,2016-04-16 22:00:00,2016-04-16,22,42.0,55.0,3.0,0.05,2016-04-16,Saturday,Evening
1503960366,2016-04-16 23:00:00,2016-04-16,23,92.0,56.0,5.0,0.083333,2016-04-16,Saturday,Evening
1503960366,2016-04-17 00:00:00,2016-04-17,0,0.0,47.0,0.0,0.0,2016-04-17,Sunday,Night
1503960366,2016-04-17 01:00:00,2016-04-17,1,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Night
1503960366,2016-04-17 02:00:00,2016-04-17,2,0.0,47.0,0.0,0.0,2016-04-17,Sunday,Night
1503960366,2016-04-17 03:00:00,2016-04-17,3,8.0,49.0,1.0,0.016667,2016-04-17,Sunday,Night
1503960366,2016-04-17 04:00:00,2016-04-17,4,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Night
1503960366,2016-04-17 05:00:00,2016-04-17,5,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Night
1503960366,2016-04-17 06:00:00,2016-04-17,6,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Morning
1503960366,2016-04-17 07:00:00,2016-04-17,7,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Morning
1503960366,2016-04-17 08:00:00,2016-04-17,8,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Morning
1503960366,2016-04-17 09:00:00,2016-04-17,9,0.0,48.0,0.0,0.0,2016-04-17,Sunday,Morning
1503960366,2016-04-17 10:00:00,2016-04-17,10,0.0,47.0,0.0,0.0,2016-04-17,Sunday,Morning
1503960366,2016-04-17 11:00:00,2016-04-17,11,84.0,63.0,9.0,0.15,2016-04-17,Sunday,Morning
1503960366,2016-04-17 12:00:00,2016-04-17,12,260.0,76.0,18.0,0.3,2016-04-17,Sunday,Afternoon
1503960366,2016-04-17 13:00:00,2016-04-17,13,402.0,83.0,23.0,0.383333,2016-04-17,Sunday,Afternoon
1503960366,2016-04-17 14:00:00,2016-04-17,14,252.0,69.0,10.0,0.166667,2016-04-17,Sunday,Afternoon
1503960366,2016-04-17 15:00:00,2016-04-17,15,191.0,73.0,13.0,0.216667,2016-04-17,Sunday,Afternoon
1503960366,2016-04-17 16:00:00,2016-04-17,16,13.0,57.0,2.0,0.033333,2016-04-17,Sunday,Afternoon
1503960366,2016-04-17 17:00:00,2016-04-17,17,2613.0,174.0,71.0,1.183333,2016-04-17,Sunday,Afternoon
1503960366,2016-04-17 18:00:00,2016-04-17,18,1616.0,136.0,39.0,0.65,2016-04-17,Sunday,Evening
1503960366,2016-04-17 19:00:00,2016-04-17,19,754.0,95.0,24.0,0.4,2016-04-17,Sunday,Evening
1503960366,2016-04-17 20:00:00,2016-04-17,20,2955.0,191.0,87.0,1.45,2016-04-17,Sunday,Evening
1503960366,2016-04-17 21:00:00,2016-04-17,21,487.0,79.0,16.0,0.266667,2016-04-17,Sunday,Evening
1503960366,2016-04-17 22:00:00,2016-04-17,22,70.0,58.0,5.0,0.083333,2016-04-17,Sunday,Evening
1503960366,2016-04-17 23:00:00,2016-04-17,23,0.0,50.0,0.0,0.0,2016-04-17,Sunday,Evening
1503960366,2016-04-18 00:00:00,2016-04-18,0,416.0,82.0,21.0,0.35,2016-04-18,Monday,Night
1503960366,2016-04-18 01:00:00,2016-04-18,1,0.0,48.0,0.0,0.0,2016-04-18,Monday,Night
1503960366,2016-04-18 02:00:00,2016-04-18,2,0.0,47.0,0.0,0.0,2016-04-18,Monday,Night
1503960366,2016-04-18 03:00:00,2016-04-18,3,0.0,47.0,0.0,0.0,2016-04-18,Monday,Night
1503960366,2016-04-18 04:00:00,2016-04-18,4,0.0,47.0,0.0,0.0,2016-04-18,Monday,Night
1503960366,2016-04-18 05:00:00,2016-04-18,5,0.0,47.0,0.0,0.0,2016-04-18,Monday,Night
1503960366,2016-04-18 06:00:00,2016-04-18,6,0.0,47.0,0.0,0.0,2016-04-18,Monday,Morning
1503960366,2016-04-18 07:00:00,2016-04-18,7,0.0,47.0,0.0,0.0,2016-04-18,Monday,Morning
1503960366,2016-04-18 08:00:00,2016-04-18,8,0.0,47.0,0.0,0.0,2016-04-18,Monday,Morning
1503960366,2016-04-18 09:00:00,2016-04-18,9,1688.0,133.0,39.0,0.65,2016-04-18,Monday,Morning
1503960366,2016-04-18 10:00:00,2016-04-18,10,380.0,81.0,17.0,0.283333,2016-04-18,Monday,Morning
1503960366,2016-04-18 11:00:00,2016-04-18,11,328.0,73.0,15.0,0.25,2016-04-18,Monday,Morning
1503960366,2016-04-18 12:00:00,2016-04-18,12,1306.0,118.0,40.0,0.666667,2016-04-18,Monday,Afternoon
1503960366,2016-04-18 13:00:00,2016-04-18,13,268.0,70.0,9.0,0.15,2016-04-18,Monday,Afternoon
1503960366,2016-04-18 14:00:00,2016-04-18,14,137.0,64.0,7.0,0.116667,2016-04-18,Monday,Afternoon
1503960366,2016-04-18 15:00:00,2016-04-18,15,495.0,80.0,14.0,0.233333,2016-04-18,Monday,Afternoon
1503960366,2016-04-18 16:00:00,2016-04-18,16,277.0,78.0,17.0,0.283333,2016-04-18,Monday,Afternoon
1503960366,2016-04-18 17:00:00,2016-04-18,17,304.0,79.0,18.0,0.3,2016-04-18,Monday,Afternoon
1503960366,2016-04-18 18:00:00,2016-04-18,18,4074.0,234.0,114.0,1.9,2016-04-18,Monday,Evening
1503960366,2016-04-18 19:00:00,2016-04-18,19,2101.0,157.0,30.0,0.5,2016-04-18,Monday,Evening
1503960366,2016-04-18 20:00:00,2016-04-18,20,28.0,57.0,2.0,0.033333,2016-04-18,Monday,Evening
1503960366,2016-04-18 21:00:00,2016-04-18,21,187.0,68.0,11.0,0.183333,2016-04-18,Monday,Evening
1503960366,2016-04-18 22:00:00,2016-04-18,22,542.0,86.0,19.0,0.316667,2016-04-18,Monday,Evening
1503960366,2016-04-18 23:00:00,2016-04-18,23,488.0,83.0,18.0,0.3,2016-04-18,Monday,Evening
1503960366,2016-04-19 00:00:00,2016-04-19,0,0.0,47.0,0.0,0.0,2016-04-19,Tuesday,Night
1503960366,2016-04-19 01:00:00,2016-04-19,1,22.0,49.0,1.0,0.016667,2016-04-19,Tuesday,Night
1503960366,2016-04-19 02:00:00,2016-04-19,2,0.0,47.0,0.0,0.0,2016-04-19,Tuesday,Night
1503960366,2016-04-19 03:00:00,2016-04-19,3,9.0,50.0,2.0,0.033333,2016-04-19,Tuesday,Night
1503960366,2016-04-19 04:00:00,2016-04-19,4,0.0,47.0,0.0,0.0,2016-04-19,Tuesday,Night
1503960366,2016-04-19 05:00:00,2016-04-19,5,0.0,47.0,0.0,0.0,2016-04-19,Tuesday,Night
1503960366,2016-04-19 06:00:00,2016-04-19,6,7.0,49.0,1.0,0.016667,2016-04-19,Tuesday,Morning
1503960366,2016-04-19 07:00:00,2016-04-19,7,316.0,75.0,19.0,0.316667,2016-04-19,Tuesday,Morning
1503960366,2016-04-19 08:00:00,2016-04-19,8,1656.0,130.0,38.0,0.633333,2016-04-19,Tuesday,Morning
1503960366,2016-04-19 09:00:00,2016-04-19,9,367.0,79.0,16.0,0.266667,2016-04-19,Tuesday,Morning
1503960366,2016-04-19 10:00:00,2016-04-19,10,203.0,75.0,16.0,0.266667,2016-04-19,Tuesday,Morning
1503960366,2016-04-19 11:00:00,2016-04-19,11,194.0,72.0,13.0,0.216667,2016-04-19,Tuesday,Morning
1503960366,2016-04-19 12:00:00,2016-04-19,12,1887.0,143.0,61.0,1.016667,2016-04-19,Tuesday,Afternoon
1503960366,2016-04-19 13:00:00,2016-04-19,13,2697.0,171.0,65.0,1.083333,2016-04-19,Tuesday,Afternoon
1503960366,2016-04-19 14:00:00,2016-04-19,14,409.0,76.0,12.0,0.2,2016-04-19,Tuesday,Afternoon
1503960366,2016-04-19 15:00:00,2016-04-19,15,299.0,72.0,12.0,0.2,2016-04-19,Tuesday,Afternoon
1503960366,2016-04-19 16:00:00,2016-04-19,16,297.0,71.0,9.0,0.15,2016-04-19,Tuesday,Afternoon
1503960366,2016-04-19 17:00:00,2016-04-19,17,732.0,90.0,13.0,0.216667,2016-04-19,Tuesday,Afternoon
1503960366,2016-04-19 18:00:00,2016-04-19,18,1280.0,120.0,30.0,0.5,2016-04-19,Tuesday,Evening
1503960366,2016-04-19 19:00:00,2016-04-19,19,397.0,93.0,31.0,0.516667,2016-04-19,Tuesday,Evening
1503960366,2016-04-19 20:00:00,2016-04-19,20,2487.0,159.0,69.0,1.15,2016-04-19,Tuesday,Evening
1503960366,2016-04-19 21:00:00,2016-04-19,21,826.0,94.0,16.0,0.266667,2016-04-19,Tuesday,Evening
1503960366,2016-04-19 22:00:00,2016-04-19,22,52.0,58.0,4.0,0.066667,2016-04-19,Tuesday,Evening
1503960366,2016-04-19 23:00:00,2016-04-19,23,1369.0,120.0,48.0,0.8,2016-04-19,Tuesday,Evening
1503960366,2016-04-20 00:00:00,2016-04-20,0,16.0,54.0,2.0,0.033333,2016-04-20,Wednesday,Night
1503960366,2016-04-20 01:00:00,2016-04-20,1,36.0,53.0,2.0,0.033333,2016-04-20,Wednesday,Night
1503960366,2016-04-20 02:00:00,2016-04-20,2,0.0,47.0,0.0,0.0,2016-04-20,Wednesday,Night
1503960366,2016-04-20 03:00:00,2016-04-20,3,0.0,48.0,0.0,0.0,2016-04-20,Wednesday,Night
1503960366,2016-04-20 04:00:00,2016-04-20,4,0.0,48.0,0.0,0.0,2016-04-20,Wednesday,Night
1503960366,2016-04-20 05:00:00,2016-04-20,5,0.0,47.0,0.0,0.0,2016-04-20,Wednesday,Night
1503960366,2016-04-20 06:00:00,2016-04-20,6,0.0,48.0,0.0,0.0,2016-04-20,Wednesday,Morning
1503960366,2016-04-20 07:00:00,2016-04-20,7,29.0,51.0,3.0,0.05,2016-04-20,Wednesday,Morning
1503960366,2016-04-20 08:00:00,2016-04-20,8,264.0,70.0,14.0,0.233333,2016-04-20,Wednesday,Morning
1503960366,2016-04-20 09:00:00,2016-04-20,9,1993.0,144.0,50.0,0.833333,2016-04-20,Wednesday,Morning
1503960366,2016-04-20 10:00:00,2016-04-20,10,459.0,79.0,13.0,0.216667,2016-04-20,Wednesday,Morning
1503960366,2016-04-20 11:00:00,2016-04-20,11,65.0,58.0,1.0,0.016667,2016-04-20,Wednesday,Morning
1503960366,2016-04-20 12:00:00,2016-04-20,12,185.0,64.0,8.0,0.133333,2016-04-20,Wednesday,Afternoon
1503960366,2016-04-20 13:00:00,2016-04-20,13,64.0,61.0,5.0,0.083333,2016-04-20,Wednesday,Afternoon
1503960366,2016-04-20 14:00:00,2016-04-20,14,1270.0,113.0,39.0,0.65,2016-04-20,Wednesday,Afternoon
1503960366,2016-04-20 15:00:00,2016-04-20,15,797.0,97.0,21.0,0.35,2016-04-20,Wednesday,Afternoon
1503960366,2016-04-20 16:00:00,2016-04-20,16,261.0,70.0,11.0,0.183333,2016-04-20,Wednesday,Afternoon
1503960366,2016-04-20 17:00:00,2016-04-20,17,13.0,57.0,2.0,0.033333,2016-04-20,Wednesday,Afternoon
1503960366,2016-04-20 18:00:00,2016-04-20,18,1308.0,114.0,32.0,0.533333,2016-04-20,Wednesday,Evening
1503960366,2016-04-20 19:00:00,2016-04-20,19,1558.0,117.0,36.0,0.6,2016-04-20,Wednesday,Evening
1503960366,2016-04-20 20:00:00,2016-04-20,20,499.0,80.0,12.0,0.2,2016-04-20,Wednesday,Evening
1503960366,2016-04-20 21:00:00,2016-04-20,21,395.0,83.0,22.0,0.366667,2016-04-20,Wednesday,Evening
1503960366,2016-04-20 22:00:00,2016-04-20,22,77.0,62.0,7.0,0.116667,2016-04-20,Wednesday,Evening
1503960366,2016-04-20 23:00:00,2016-04-20,23,1255.0,120.0,33.0,0.55,2016-04-20,Wednesday,Evening
1503960366,2016-04-21 00:00:00,2016-04-21,0,17.0,54.0,2.0,0.033333,2016-04-21,Thursday,Night
1503960366,2016-04-21 01:00:00,2016-04-21,1,129.0,61.0,8.0,0.133333,2016-04-21,Thursday,Night
1503960366,2016-04-21 02:00:00,2016-04-21,2,81.0,55.0,5.0,0.083333,2016-04-21,Thursday,Night
1503960366,2016-04-21 03:00:00,2016-04-21,3,0.0,48.0,0.0,0.0,2016-04-21,Thursday,Night
1503960366,2016-04-21 04:00:00,2016-04-21,4,0.0,47.0,0.0,0.0,2016-04-21,Thursday,Night
1503960366,2016-04-21 05:00:00,2016-04-21,5,0.0,47.0,0.0,0.0,2016-04-21,Thursday,Night
1503960366,2016-04-21 06:00:00,2016-04-21,6,0.0,48.0,0.0,0.0,2016-04-21,Thursday,Morning
1503960366,2016-04-21 07:00:00,2016-04-21,7,38.0,52.0,3.0,0.05,2016-04-21,Thursday,Morning
1503960366,2016-04-21 08:00:00,2016-04-21,8,245.0,71.0,15.0,0.25,2016-04-21,Thursday,Morning
1503960366,2016-04-21 09:00:00,2016-04-21,9,1672.0,133.0,26.0,0.433333,2016-04-21,Thursday,Morning
1503960366,2016-04-21 10:00:00,2016-04-21,10,255.0,77.0,16.0,0.266667,2016-04-21,Thursday,Morning
1503960366,2016-04-21 11:00:00,2016-04-21,11,0.0,55.0,0.0,0.0,2016-04-21,Thursday,Morning
1503960366,2016-04-21 12:00:00,2016-04-21,12,384.0,73.0,11.0,0.183333,2016-04-21,Thursday,Afternoon
1503960366,2016-04-21 13:00:00,2016-04-21,13,1140.0,113.0,25.0,0.416667,2016-04-21,Thursday,Afternoon
1503960366,2016-04-21 14:00:00,2016-04-21,14,12.0,58.0,2.0,0.033333,2016-04-21,Thursday,Afternoon
