Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,date,valid_day,weekday,weekend,study_day,study_week,steps_category,active_minutes,active_share,moderate_equivalent,calories_per_step,days_logged
1503960366,2016-04-23,14371.0,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41.0,21.0,262.0,732.0,1949.0,2016-04-23,True,Saturday,1,12,2,Highly active,324.0,0.3068181818181818,103.0,0.1356203465312087,31
1503960366,2016-04-24,10039.0,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39.0,5.0,238.0,709.0,1788.0,2016-04-24,True,Sunday,1,13,2,Active,282.0,0.28456104944500504,83.0,0.17810538898296643,31
1503960366,2016-04-25,15355.0,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73.0,14.0,216.0,814.0,2013.0,2016-04-25,True,Monday,0,14,2,Highly active,303.0,0.2712623097582811,160.0,0.13109736242266362,31
1503960366,2016-04-26,13755.0,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31.0,23.0,279.0,833.0,1970.0,2016-04-26,True,Tuesday,0,15,3,Highly active,333.0,0.2855917667238422,85.0,0.14322064703744092,31
1503960366,2016-04-27,18134.0,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78.0,11.0,243.0,1108.0,2159.0,2016-04-27,True,Wednesday,0,16,3,Highly active,332.0,0.23055555555555557,167.0,0.11905812286313003,31
1503960366,2016-04-28,13154.0,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48.0,28.0,189.0,782.0,1898.0,2016-04-28,True,Thursday,0,17,3,Highly active,265.0,0.2531041069723018,124.0,0.14429071005017485,31
1503960366,2016-04-29,11181.0,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16.0,12.0,243.0,815.0,1837.0,2016-04-29,True,Friday,0,18,3,Active,271.0,0.24953959484346225,44.0,0.164296574546105,31
1503960366,2016-04-30,14673.0,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52.0,34.0,217.0,712.0,1947.0,2016-04-30,True,Saturday,1,19,3,Highly active,303.0,0.29852216748768473,138.0,0.13269270087916582,31
1503960366,2016-05-01,10602.0,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33.0,35.0,246.0,730.0,1820.0,2016-05-01,True,Sunday,1,20,3,Active,314.0,0.3007662835249042,101.0,0.17166572344840597,31
1503960366,2016-05-02,14727.0,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41.0,15.0,277.0,798.0,2004.0,2016-05-02,True,Monday,0,21,3,Highly active,333.0,0.29442970822281167,97.0,0.1360765940110002,31
1503960366,2016-05-03,15103.0,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50.0,24.0,254.0,816.0,1990.0,2016-05-03,True,Tuesday,0,22,4,Highly active,328.0,0.2867132867132867,124.0,0.13176190160895188,31
1503960366,2016-05-04,11100.0,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36.0,22.0,203.0,1179.0,1819.0,2016-05-04,True,Wednesday,0,23,4,Active,261.0,0.18125,94.0,0.16387387387387387,31
1503960366,2016-05-05,14070.0,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45.0,24.0,250.0,857.0,1959.0,2016-05-05,True,Thursday,0,24,4,Highly active,319.0,0.27125850340136054,114.0,0.13923240938166312,31
1503960366,2016-05-06,12159.0,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24.0,6.0,289.0,754.0,1896.0,2016-05-06,True,Friday,0,25,4,Active,319.0,0.2972972972972973,54.0,0.15593387614113002,31
1503960366,2016-05-07,11992.0,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37.0,46.0,175.0,833.0,1821.0,2016-05-07,True,Saturday,1,26,4,Active,258.0,0.23648029330889092,120.0,0.15185123415610408,31
1503960366,2016-05-08,10060.0,6.57999992370605,6.57999992370605,0.0,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44.0,8.0,203.0,574.0,1740.0,2016-05-08,True,Sunday,1,27,4,Active,255.0,0.30759951749095293,96.0,0.17296222664015903,31
1503960366,2016-05-09,12022.0,7.71999979019165,7.71999979019165,0.0,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46.0,11.0,206.0,835.0,1819.0,2016-05-09,True,Monday,0,28,4,Active,263.0,0.2395264116575592,103.0,0.15130593911162868,31
1503960366,2016-05-10,12207.0,7.76999998092651,7.76999998092651,0.0,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46.0,31.0,214.0,746.0,1859.0,2016-05-10,True,Tuesday,0,29,5,Active,291.0,0.2806171648987464,123.0,0.15228966986155484,31
1503960366,2016-05-11,12770.0,8.13000011444092,8.13000011444092,0.0,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36.0,23.0,251.0,669.0,1783.0,2016-05-11,True,Wednesday,0,30,5,Highly active,310.0,0.3166496424923391,95.0,0.13962411902897415,31
1624580081,2016-04-12,8163.0,5.30999994277954,5.30999994277954,0.0,0.0,0.0,5.30999994277954,0.0,0.0,0.0,146.0,1294.0,1432.0,2016-04-12,True,Tuesday,0,1,1,Somewhat active,146.0,0.10138888888888889,0.0,0.1754257013352934,31
1624580081,2016-04-13,7007.0,4.55000019073486,4.55000019073486,0.0,0.0,0.0,4.55000019073486,0.0,0.0,0.0,148.0,1292.0,1411.0,2016-04-13,True,Wednesday,0,2,1,Low active,148.0,0.10277777777777777,0.0,0.20137005851291565,31
1624580081,2016-04-14,9107.0,5.92000007629395,5.92000007629395,0.0,0.0,0.0,5.90999984741211,0.0099999997764825,0.0,0.0,236.0,1204.0,1572.0,2016-04-14,True,Thursday,0,3,1,Somewhat active,236.0,0.1638888888888889,0.0,0.17261447238388053,31
1624580081,2016-04-15,1510.0,0.980000019073486,0.980000019073486,0.0,0.0,0.0,0.970000028610229,0.0,0.0,0.0,96.0,1344.0,1344.0,2016-04-15,True,Friday,0,4,1,Sedentary,96.0,0.06666666666666667,0.0,0.8900662251655629,31
1624580081,2016-04-16,5370.0,3.49000000953674,3.49000000953674,0.0,0.0,0.0,3.49000000953674,0.0,0.0,0.0,176.0,1264.0,1463.0,2016-04-16,True,Saturday,1,5,1,Low active,176.0,0.12222222222222222,0.0,0.27243947858473,31
1624580081,2016-04-17,6175.0,4.05999994277954,4.05999994277954,0.0,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15.0,22.0,127.0,1276.0,1554.0,2016-04-17,True,Sunday,1,6,1,Low active,164.0,0.11388888888888889,52.0,0.25165991902834006,31
1624580081,2016-04-18,10536.0,7.40999984741211,7.40999984741211,0.0,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17.0,7.0,202.0,1214.0,1604.0,2016-04-18,True,Monday,0,7,1,Active,226.0,0.15694444444444444,41.0,0.15223993925588458,31
1624580081,2016-04-19,2916.0,1.89999997615814,1.89999997615814,0.0,0.0,0.0,1.89999997615814,0.0,0.0,0.0,141.0,1299.0,1435.0,2016-04-19,True,Tuesday,0,8,2,Sedentary,141.0,0.09791666666666667,0.0,0.4921124828532236,31
1624580081,2016-04-20,4974.0,3.23000001907349,3.23000001907349,0.0,0.0,0.0,3.23000001907349,0.0,0.0,0.0,151.0,1289.0,1446.0,2016-04-20,True,Wednesday,0,9,2,Sedentary,151.0,0.10486111111111111,0.0,0.29071170084439085,31
1624580081,2016-04-21,6349.0,4.13000011444092,4.13000011444092,0.0,0.0,0.0,4.1100001335144,0.0199999995529652,0.0,0.0,186.0,1254.0,1467.0,2016-04-21,True,Thursday,0,10,2,Low active,186.0,0.12916666666666668,0.0,0.23106000945030714,31
1624580081,2016-04-22,4026.0,2.61999988555908,2.61999988555908,0.0,0.0,0.0,2.59999990463257,0.0,0.0,0.0,199.0,1241.0,1470.0,2016-04-22,True,Friday,0,11,2,Sedentary,199.0,0.13819444444444445,0.0,0.3651266766020864,31
1624580081,2016-04-23,8538.0,5.55000019073486,5.55000019073486,0.0,0.0,0.0,5.53999996185303,0.0099999997764825,0.0,0.0,227.0,1213.0,1562.0,2016-04-23,True,Saturday,1,12,2,Somewhat active,227.0,0.15763888888888888,0.0,0.1829468259545561,31
1624580081,2016-04-24,6076.0,3.95000004768372,3.95000004768372,0.0,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16.0,18.0,185.0,1221.0,1617.0,2016-04-24,True,Sunday,1,13,2,Low active,219.0,0.15208333333333332,50.0,0.2661290322580645,31
1624580081,2016-04-25,6497.0,4.21999979019165,4.21999979019165,0.0,0.0,0.0,4.19999980926514,0.0199999995529652,0.0,0.0,202.0,1238.0,1492.0,2016-04-25,True,Monday,0,14,2,Low active,202.0,0.14027777777777778,0.0,0.22964445128520855,31
1624580081,2016-04-26,2826.0,1.8400000333786,1.8400000333786,0.0,0.0,0.0,1.83000004291534,0.0099999997764825,0.0,0.0,140.0,1300.0,1402.0,2016-04-26,True,Tuesday,0,15,3,Sedentary,140.0,0.09722222222222222,0.0,0.49610757254069354,31
1624580081,2016-04-27,8367.0,5.44000005722046,5.44000005722046,0.0,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17.0,36.0,154.0,1233.0,1670.0,2016-04-27,True,Wednesday,0,16,3,Somewhat active,207.0,0.14375,70.0,0.19959364168758217,31
1624580081,2016-04-28,2759.0,1.78999996185303,1.78999996185303,0.0,0.0,0.200000002980232,1.60000002384186,0.0,0.0,5.0,115.0,1320.0,1401.0,2016-04-28,True,Thursday,0,17,3,Sedentary,120.0,0.08333333333333333,5.0,0.5077926785067053,31
1624580081,2016-04-29,2390.0,1.54999995231628,1.54999995231628,0.0,0.0,0.0,1.54999995231628,0.0,0.0,0.0,150.0,1290.0,1404.0,2016-04-29,True,Friday,0,18,3,Sedentary,150.0,0.10416666666666667,0.0,0.5874476987447699,31
1624580081,2016-04-30,6474.0,4.30000019073486,4.30000019073486,0.0,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11.0,23.0,224.0,1182.0,1655.0,2016-04-30,True,Saturday,1,19,3,Low active,258.0,0.17916666666666667,45.0,0.25563793636082793,31
1624580081,2016-05-01,36019.0,28.0300006866455,28.0300006866455,0.0,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186.0,63.0,171.0,1020.0,2690.0,2016-05-01,True,Sunday,1,20,3,Highly active,420.0,0.2916666666666667,435.0,0.07468280629667676,31
1624580081,2016-05-02,7155.0,4.92999982833862,4.92999982833862,0.0,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7.0,6.0,166.0,1261.0,1497.0,2016-05-02,True,Monday,0,21,3,Low active,179.0,0.12430555555555556,20.0,0.20922431865828092,31
1624580081,2016-05-03,2100.0,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.3400000333786,0.0199999995529652,0.0,0.0,96.0,1344.0,1334.0,2016-05-03,True,Tuesday,0,22,4,Sedentary,96.0,0.06666666666666667,0.0,0.6352380952380953,31
1624580081,2016-05-04,2193.0,1.42999994754791,1.42999994754791,0.0,0.0,0.0,1.41999995708466,0.0,0.0,0.0,118.0,1322.0,1368.0,2016-05-04,True,Wednesday,0,23,4,Sedentary,118.0,0.08194444444444444,0.0,0.6238030095759234,31
1624580081,2016-05-05,2470.0,1.61000001430511,1.61000001430511,0.0,0.0,0.0,1.58000004291534,0.0199999995529652,0.0,0.0,117.0,1323.0,1370.0,2016-05-05,True,Thursday,0,24,4,Sedentary,117.0,0.08125,0.0,0.5546558704453441,31
1624580081,2016-05-06,1727.0,1.12000000476837,1.12000000476837,0.0,0.0,0.0,1.12000000476837,0.0099999997764825,0.0,0.0,102.0,1338.0,1341.0,2016-05-06,True,Friday,0,25,4,Sedentary,102.0,0.07083333333333333,0.0,0.7764910248986682,31
1624580081,2016-05-07,2104.0,1.37000000476837,1.37000000476837,0.0,0.0,0.0,1.37000000476837,0.0,0.0,0.0,182.0,1258.0,1474.0,2016-05-07,True,Saturday,1,26,4,Sedentary,182.0,0.12638888888888888,0.0,0.7005703422053232,31
1624580081,2016-05-08,3427.0,2.23000001907349,2.23000001907349,0.0,0.0,0.0,2.22000002861023,0.0,0.0,0.0,152.0,1288.0,1427.0,2016-05-08,True,Sunday,1,27,4,Sedentary,152.0,0.10555555555555556,0.0,0.41639918295885614,31
1624580081,2016-05-09,1732.0,1.12999999523163,1.12999999523163,0.0,0.0,0.0,1.12999999523163,0.0,0.0,0.0,91.0,1349.0,1328.0,2016-05-09,True,Monday,0,28,4,Sedentary,91.0,0.06319444444444444,0.0,0.766743648960739,31
1624580081,2016-05-10,2969.0,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0.0,0.0,139.0,1301.0,1393.0,2016-05-10,True,Tuesday,0,29,5,Sedentary,139.0,0.09652777777777778,0.0,0.46918154260693834,31
1624580081,2016-05-11,3134.0,2.03999996185303,2.03999996185303,0.0,0.0,0.0,2.03999996185303,0.0,0.0,0.0,112.0,1328.0,1359.0,2016-05-11,True,Wednesday,0,30,5,Sedentary,112.0,0.07777777777777778,0.0,0.43363114231014677,31
1624580081,2016-05-12,2971.0,1.92999994754791,1.92999994754791,0.0,0.0,0.0,1.91999995708466,0.0099999997764825,0.0,0.0,107.0,890.0,1002.0,2016-05-12,True,Thursday,0,31,5,Sedentary,107.0,0.10732196589769308,0.0,0.3372601817569842,31
1644430081,2016-04-12,10694.0,7.76999998092651,7.76999998092651,0.0,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2.0,51.0,256.0,1131.0,3199.0,2016-04-12,True,Tuesday,0,1,1,Active,309.0,0.21458333333333332,55.0,0.2991397045072003,30
1644430081,2016-04-13,8001.0,5.82000017166138,5.82000017166138,0.0,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30.0,16.0,135.0,1259.0,2902.0,2016-04-13,True,Wednesday,0,2,1,Somewhat active,181.0,0.12569444444444444,76.0,0.36270466191726036,30
1644430081,2016-04-14,11037.0,8.02000045776367,8.02000045776367,0.0,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5.0,58.0,252.0,1125.0,3226.0,2016-04-14,True,Thursday,0,3,1,Active,315.0,0.21875,68.0,0.2922895714415149,30
1644430081,2016-04-15,5263.0,3.82999992370605,3.82999992370605,0.0,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3.0,4.0,170.0,1263.0,2750.0,2016-04-15,True,Friday,0,4,1,Low active,177.0,0.12291666666666666,10.0,0.5225156754702641,30
1644430081,2016-04-16,15300.0,11.1199998855591,11.1199998855591,0.0,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51.0,42.0,212.0,1135.0,3493.0,2016-04-16,True,Saturday,1,5,1,Highly active,305.0,0.21180555555555555,144.0,0.22830065359477125,30
1644430081,2016-04-17,8757.0,6.36999988555908,6.36999988555908,0.0,2.25,0.569999992847443,3.54999995231628,0.0,29.0,13.0,186.0,1212.0,3011.0,2016-04-17,True,Sunday,1,6,1,Somewhat active,228.0,0.15833333333333333,71.0,0.34383921434281145,30
1644430081,2016-04-18,7132.0,5.19000005722046,5.19000005722046,0.0,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15.0,33.0,121.0,1271.0,2806.0,2016-04-18,True,Monday,0,7,1,Low active,169.0,0.11736111111111111,63.0,0.39343802579921483,30
1644430081,2016-04-19,11256.0,8.18000030517578,8.18000030517578,0.0,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5.0,58.0,278.0,1099.0,3300.0,2016-04-19,True,Tuesday,0,8,2,Active,341.0,0.23680555555555555,68.0,0.2931769722814499,30
1644430081,2016-04-20,2436.0,1.76999998092651,1.76999998092651,0.0,0.0,0.0,1.75999999046326,0.0099999997764825,0.0,0.0,125.0,1315.0,2430.0,2016-04-20,True,Wednesday,0,9,2,Sedentary,125.0,0.08680555555555555,0.0,0.9975369458128078,30
1644430081,2016-04-21,1223.0,0.889999985694885,0.889999985694885,0.0,0.0,0.0,0.879999995231628,0.0099999997764825,0.0,0.0,38.0,1402.0,2140.0,2016-04-21,True,Thursday,0,10,2,Sedentary,38.0,0.02638888888888889,0.0,1.749795584627964,30
1644430081,2016-04-22,3673.0,2.67000007629395,2.67000007629395,0.0,0.0,0.0,2.66000008583069,0.0099999997764825,0.0,0.0,86.0,1354.0,2344.0,2016-04-22,True,Friday,0,11,2,Sedentary,86.0,0.059722222222222225,0.0,0.6381704328886468,30
1644430081,2016-04-23,6637.0,4.82999992370605,4.82999992370605,0.0,0.0,0.579999983310699,4.25,0.0,0.0,15.0,160.0,1265.0,2677.0,2016-04-23,True,Saturday,1,12,2,Low active,175.0,0.12152777777777778,15.0,0.40334488473708,30
1644430081,2016-04-24,3321.0,2.41000008583069,2.41000008583069,0.0,0.0,0.0,2.41000008583069,0.0,0.0,0.0,89.0,1351.0,2413.0,2016-04-24,True,Sunday,1,13,2,Sedentary,89.0,0.06180555555555556,0.0,0.7265883769948811,30
1644430081,2016-04-25,3580.0,2.59999990463257,2.59999990463257,0.0,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8.0,1.0,94.0,1337.0,2497.0,2016-04-25,True,Monday,0,14,2,Sedentary,103.0,0.07152777777777777,17.0,0.6974860335195531,30
1644430081,2016-04-26,9919.0,7.21000003814697,7.21000003814697,0.0,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11.0,41.0,223.0,1165.0,3123.0,2016-04-26,True,Tuesday,0,15,3,Somewhat active,275.0,0.1909722222222222,63.0,0.31485028732735154,30
1644430081,2016-04-27,3032.0,2.20000004768372,2.20000004768372,0.0,0.0,0.0,2.20000004768372,0.0,0.0,0.0,118.0,1322.0,2489.0,2016-04-27,True,Wednesday,0,16,3,Sedentary,118.0,0.08194444444444444,0.0,0.820910290237467,30
1644430081,2016-04-28,9405.0,6.84000015258789,6.84000015258789,0.0,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3.0,53.0,227.0,1157.0,3108.0,2016-04-28,True,Thursday,0,17,3,Somewhat active,283.0,0.19652777777777777,59.0,0.3304625199362041,30
1644430081,2016-04-29,3176.0,2.30999994277954,2.30999994277954,0.0,0.0,0.0,2.30999994277954,0.0,0.0,0.0,120.0,1193.0,2498.0,2016-04-29,True,Friday,0,18,3,Sedentary,120.0,0.0913937547600914,0.0,0.7865239294710328,30
1644430081,2016-04-30,18213.0,13.2399997711182,13.2399997711182,0.0,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9.0,71.0,402.0,816.0,3846.0,2016-04-30,True,Saturday,1,19,3,Highly active,482.0,0.3713405238828968,89.0,0.2111678471421512,30
1644430081,2016-05-01,6132.0,4.46000003814697,4.46000003814697,0.0,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3.0,24.0,146.0,908.0,2696.0,2016-05-01,True,Sunday,1,20,3,Low active,173.0,0.16003700277520813,30.0,0.43966079582517936,30
1644430081,2016-05-02,3758.0,2.73000001907349,2.73000001907349,0.0,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1.0,7.0,148.0,682.0,2580.0,2016-05-02,True,Monday,0,21,3,Sedentary,156.0,0.18615751789976134,9.0,0.6865353911655135,30
1644430081,2016-05-03,12850.0,9.34000015258789,9.34000015258789,0.0,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10.0,94.0,221.0,1115.0,3324.0,2016-05-03,True,Tuesday,0,22,4,Highly active,325.0,0.22569444444444445,114.0,0.2586770428015564,30
1644430081,2016-05-04,2309.0,1.67999994754791,1.67999994754791,0.0,0.0,0.0,1.6599999666214,0.0199999995529652,0.0,0.0,52.0,1388.0,2222.0,2016-05-04,True,Wednesday,0,23,4,Sedentary,52.0,0.03611111111111111,0.0,0.9623213512343005,30
1644430081,2016-05-05,4363.0,3.19000005722046,3.19000005722046,0.0,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6.0,12.0,81.0,1341.0,2463.0,2016-05-05,True,Thursday,0,24,4,Sedentary,99.0,0.06875,24.0,0.5645198258079304,30
1644430081,2016-05-06,9787.0,7.11999988555908,7.11999988555908,0.0,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11.0,6.0,369.0,1054.0,3328.0,2016-05-06,True,Friday,0,25,4,Somewhat active,386.0,0.26805555555555555,28.0,0.3400429140696843,30
1644430081,2016-05-07,13372.0,9.72000026702881,9.72000026702881,0.0,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41.0,17.0,243.0,1139.0,3404.0,2016-05-07,True,Saturday,1,26,4,Highly active,301.0,0.20902777777777778,99.0,0.254561770864493,30
1644430081,2016-05-08,6724.0,4.8899998664856,4.8899998664856,0.0,0.0,0.0,4.88000011444092,0.0,0.0,0.0,295.0,991.0,2987.0,2016-05-08,True,Sunday,1,27,4,Low active,295.0,0.22939346811819597,0.0,0.4442296252230815,30
1644430081,2016-05-09,6643.0,4.82999992370605,4.82999992370605,0.0,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32.0,6.0,303.0,1099.0,3008.0,2016-05-09,True,Monday,0,28,4,Low active,341.0,0.23680555555555555,70.0,0.45280746650609666,30
1644430081,2016-05-10,9167.0,6.65999984741211,6.65999984741211,0.0,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12.0,19.0,155.0,1254.0,2799.0,2016-05-10,True,Tuesday,0,29,5,Somewhat active,186.0,0.12916666666666668,43.0,0.30533435147812804,30
1644430081,2016-05-11,1329.0,0.970000028610229,0.970000028610229,0.0,0.0,0.0,0.949999988079071,0.0099999997764825,0.0,0.0,49.0,713.0,1276.0,2016-05-11,True,Wednesday,0,30,5,Sedentary,49.0,0.06430446194225722,0.0,0.9601203912716328,30
1844505072,2016-04-12,6697.0,4.42999982833862,4.42999982833862,0.0,0.0,0.0,4.42999982833862,0.0,0.0,0.0,339.0,1101.0,2030.0,2016-04-12,True,Tuesday,0,1,1,Low active,339.0,0.23541666666666666,0.0,0.3031208003583694,31
1844505072,2016-04-13,4929.0,3.25999999046326,3.25999999046326,0.0,0.0,0.0,3.25999999046326,0.0,0.0,0.0,248.0,1192.0,1860.0,2016-04-13,True,Wednesday,0,2,1,Sedentary,248.0,0.17222222222222222,0.0,0.37735849056603776,31
1844505072,2016-04-14,7937.0,5.25,5.25,0.0,0.0,0.0,5.23000001907349,0.0,0.0,0.0,373.0,843.0,2130.0,2016-04-14,True,Thursday,0,3,1,Somewhat active,373.0,0.3067434210526316,0.0,0.26836336147158873,31
1844505072,2016-04-15,3844.0,2.53999996185303,2.53999996185303,0.0,0.0,0.0,2.53999996185303,0.0,0.0,0.0,176.0,527.0,1725.0,2016-04-15,True,Friday,0,4,1,Sedentary,176.0,0.2503556187766714,0.0,0.4487513007284079,31
1844505072,2016-04-16,3414.0,2.25999999046326,2.25999999046326,0.0,0.0,0.0,2.25999999046326,0.0,0.0,0.0,147.0,1293.0,1657.0,2016-04-16,True,Saturday,1,5,1,Sedentary,147.0,0.10208333333333333,0.0,0.4853544229642648,31
1844505072,2016-04-17,4525.0,2.99000000953674,2.99000000953674,0.0,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2.0,8.0,199.0,1231.0,1793.0,2016-04-17,True,Sunday,1,6,1,Sedentary,209.0,0.1451388888888889,12.0,0.39624309392265195,31
1844505072,2016-04-18,4597.0,3.03999996185303,3.03999996185303,0.0,0.0,0.479999989271164,2.55999994277954,0.0,0.0,12.0,217.0,1211.0,1814.0,2016-04-18,True,Monday,0,7,1,Sedentary,229.0,0.15902777777777777,12.0,0.39460517728953665,31
1844505072,2016-04-19,197.0,0.129999995231628,0.129999995231628,0.0,0.0,0.0,0.129999995231628,0.0,0.0,0.0,10.0,1430.0,1366.0,2016-04-19,True,Tuesday,0,8,2,Sedentary,10.0,0.006944444444444444,0.0,6.934010152284264,31
