Id,ActivityHour,samples,mean_bpm,min_bpm,max_bpm
2022484408,2016-04-19 12:00:00,436,70.66743119266054,54.0,101.0
2022484408,2016-04-19 13:00:00,414,78.53140096618357,65.0,110.0
2022484408,2016-04-19 14:00:00,427,90.26697892271663,61.0,113.0
2022484408,2016-04-19 15:00:00,424,81.92688679245283,63.0,110.0
2022484408,2016-04-19 16:00:00,446,116.32511210762331,66.0,162.0
2022484408,2016-04-19 17:00:00,434,81.1036866359447,70.0,101.0
2022484408,2016-04-19 18:00:00,386,84.5880829015544,70.0,104.0
2022484408,2016-04-19 19:00:00,268,80.51865671641791,70.0,98.0
2022484408,2016-04-20 06:00:00,397,67.59193954659949,56.0,81.0
2022484408,2016-04-20 07:00:00,382,79.43979057591623,56.0,116.0
2022484408,2016-04-20 08:00:00,462,77.13852813852814,57.0,109.0
2022484408,2016-04-20 09:00:00,502,125.5378486055777,72.0,166.0
2022484408,2016-04-20 10:00:00,398,69.58793969849246,50.0,87.0
2022484408,2016-04-20 11:00:00,393,72.90076335877863,56.0,96.0
2022484408,2016-04-20 12:00:00,398,90.84422110552764,62.0,116.0
2022484408,2016-04-20 13:00:00,376,77.98670212765957,62.0,112.0
2022484408,2016-04-20 14:00:00,441,94.16099773242631,54.0,119.0
2022484408,2016-04-20 15:00:00,448,83.98214285714286,58.0,106.0
2022484408,2016-04-20 16:00:00,430,79.79069767441861,59.0,116.0
2022484408,2016-04-20 17:00:00,404,79.88366336633663,63.0,108.0
2022484408,2016-04-20 18:00:00,368,85.1820652173913,72.0,109.0
2022484408,2016-04-20 19:00:00,430,75.60697674418604,64.0,99.0
2022484408,2016-04-20 20:00:00,211,79.37914691943128,59.0,98.0
2022484408,2016-04-21 07:00:00,356,85.89606741573034,57.0,103.0
2022484408,2016-04-21 08:00:00,391,63.112531969309465,54.0,107.0
2022484408,2016-04-21 09:00:00,446,66.43273542600897,53.0,105.0
2022484408,2016-04-21 10:00:00,470,106.09787234042552,63.0,150.0
2022484408,2016-04-21 11:00:00,505,93.23762376237623,65.0,128.0
2022484408,2016-04-21 12:00:00,433,94.90300230946882,66.0,126.0
2022484408,2016-04-21 13:00:00,365,77.68219178082192,68.0,102.0
2022484408,2016-04-21 14:00:00,405,100.81975308641975,73.0,121.0
2022484408,2016-04-21 15:00:00,420,84.25238095238095,63.0,125.0
2022484408,2016-04-21 16:00:00,352,107.51704545454545,66.0,203.0
2022484408,2016-04-21 17:00:00,402,93.76616915422886,61.0,203.0
2022484408,2016-04-21 18:00:00,434,76.94239631336406,59.0,102.0
2022484408,2016-04-21 19:00:00,405,75.21234567901234,64.0,91.0
2022484408,2016-04-21 20:00:00,156,74.9423076923077,61.0,98.0
2022484408,2016-04-21 21:00:00,2,68.0,68.0,68.0
2022484408,2016-04-21 22:00:00,2,70.0,70.0,70.0
2022484408,2016-04-22 06:00:00,234,66.38034188034187,57.0,117.0
2022484408,2016-04-22 07:00:00,303,83.97689768976898,57.0,118.0
2022484408,2016-04-22 08:00:00,396,72.85353535353535,57.0,104.0
2022484408,2016-04-22 09:00:00,508,119.51771653543307,62.0,153.0
2022484408,2016-04-22 10:00:00,352,91.41193181818181,66.0,137.0
2022484408,2016-04-22 11:00:00,443,74.75620767494357,54.0,113.0
2022484408,2016-04-22 12:00:00,403,80.60545905707195,64.0,105.0
2022484408,2016-04-22 13:00:00,378,87.3068783068783,71.0,111.0
2022484408,2016-04-22 14:00:00,431,86.59164733178655,64.0,101.0
2022484408,2016-04-22 15:00:00,381,70.0971128608924,56.0,94.0
2022484408,2016-04-22 16:00:00,376,65.6436170212766,53.0,77.0
2022484408,2016-04-22 17:00:00,382,61.73298429319372,52.0,81.0
2022484408,2016-04-22 18:00:00,410,67.55853658536586,54.0,89.0
2022484408,2016-04-22 19:00:00,417,79.40767386091127,58.0,102.0
2022484408,2016-04-22 20:00:00,222,77.29729729729729,67.0,108.0
2022484408,2016-04-23 12:00:00,195,70.56923076923077,52.0,93.0
2022484408,2016-04-23 13:00:00,448,79.953125,52.0,107.0
2022484408,2016-04-23 14:00:00,405,66.75555555555556,50.0,93.0
2022484408,2016-04-23 15:00:00,402,74.01492537313433,50.0,103.0
2022484408,2016-04-23 16:00:00,390,72.42051282051283,54.0,104.0
2022484408,2016-04-23 17:00:00,394,75.751269035533,64.0,95.0
2022484408,2016-04-23 18:00:00,408,74.67647058823529,58.0,101.0
2022484408,2016-04-23 19:00:00,445,71.58651685393258,53.0,109.0
2022484408,2016-04-23 20:00:00,434,67.97926267281106,56.0,87.0
2022484408,2016-04-23 21:00:00,389,65.7917737789203,54.0,86.0
2022484408,2016-04-23 22:00:00,268,66.84701492537313,57.0,80.0
2022484408,2016-04-24 08:00:00,314,107.7452229299363,58.0,158.0
2022484408,2016-04-24 09:00:00,394,109.03299492385787,70.0,163.0
2022484408,2016-04-24 10:00:00,335,78.16716417910447,63.0,100.0
2022484408,2016-04-24 11:00:00,358,76.36312849162012,62.0,106.0
2022484408,2016-04-24 12:00:00,410,74.43170731707318,59.0,115.0
2022484408,2016-04-24 13:00:00,392,86.04081632653062,67.0,113.0
2022484408,2016-04-24 14:00:00,406,74.44334975369458,60.0,95.0
2022484408,2016-04-24 15:00:00,478,82.25941422594143,59.0,112.0
2022484408,2016-04-24 16:00:00,360,68.89722222222223,63.0,78.0
2022484408,2016-04-24 17:00:00,330,73.65454545454546,56.0,104.0
2022484408,2016-04-24 18:00:00,394,77.82994923857868,53.0,106.0
2022484408,2016-04-24 19:00:00,32,81.65625,70.0,83.0
2022484408,2016-04-24 20:00:00,6,70.0,70.0,70.0
2022484408,2016-04-25 07:00:00,218,83.75229357798165,68.0,113.0
2022484408,2016-04-25 08:00:00,422,70.91469194312796,53.0,95.0
2022484408,2016-04-25 09:00:00,516,128.6918604651163,82.0,159.0
2022484408,2016-04-25 10:00:00,120,79.48333333333333,68.0,100.0
2022484408,2016-04-25 13:00:00,36,106.22222222222223,90.0,115.0
2022484408,2016-04-25 14:00:00,531,86.10546139359698,62.0,108.0
2022484408,2016-04-25 15:00:00,389,66.87660668380462,53.0,92.0
2022484408,2016-04-25 16:00:00,422,68.69431279620854,49.0,96.0
2022484408,2016-04-25 17:00:00,401,69.18453865336659,53.0,92.0
2022484408,2016-04-25 18:00:00,346,72.80346820809248,57.0,92.0
2022484408,2016-04-25 19:00:00,388,80.20360824742268,53.0,105.0
2022484408,2016-04-25 20:00:00,23,93.0,91.0,97.0
2022484408,2016-04-26 07:00:00,352,75.23863636363636,58.0,100.0
2022484408,2016-04-26 08:00:00,377,60.51989389920424,51.0,80.0
2022484408,2016-04-26 09:00:00,438,77.6392694063927,54.0,112.0
2022484408,2016-04-26 10:00:00,479,127.44050104384134,96.0,154.0
2022484408,2016-04-26 11:00:00,463,98.72354211663067,67.0,146.0
2022484408,2016-04-26 12:00:00,424,88.99292452830188,64.0,108.0
2022484408,2016-04-26 13:00:00,313,76.2076677316294,68.0,89.0
2022484408,2016-04-26 14:00:00,419,84.03579952267303,63.0,118.0
2022484408,2016-04-26 15:00:00,377,84.92307692307692,61.0,114.0
2022484408,2016-04-26 16:00:00,400,75.735,57.0,111.0
2022484408,2016-04-26 17:00:00,402,73.18656716417911,56.0,104.0
2022484408,2016-04-26 18:00:00,392,77.9234693877551,62.0,92.0
2022484408,2016-04-26 19:00:00,590,77.85084745762713,60.0,98.0
2022484408,2016-04-26 20:00:00,160,63.3,54.0,74.0
2022484408,2016-04-27 09:00:00,538,91.21933085501858,59.0,145.0
2022484408,2016-04-27 10:00:00,443,89.6117381489842,67.0,112.0
2022484408,2016-04-27 11:00:00,386,63.51036269430052,51.0,87.0
2022484408,2016-04-27 12:00:00,428,75.8177570093458,56.0,105.0
2022484408,2016-04-27 13:00:00,389,81.77634961439588,38.0,111.0
2022484408,2016-04-27 14:00:00,411,89.7323600973236,68.0,112.0
2022484408,2016-04-27 15:00:00,409,69.6039119804401,57.0,107.0
2022484408,2016-04-27 16:00:00,418,74.67464114832536,61.0,96.0
2022484408,2016-04-27 17:00:00,436,72.47247706422019,54.0,101.0
2022484408,2016-04-27 18:00:00,418,94.64354066985646,55.0,115.0
2022484408,2016-04-27 19:00:00,161,85.22981366459628,73.0,124.0
2022484408,2016-04-27 20:00:00,4,70.0,70.0,70.0
2022484408,2016-04-28 07:00:00,192,73.97916666666667,56.0,96.0
2022484408,2016-04-28 08:00:00,487,77.02669404517454,54.0,98.0
2022484408,2016-04-28 09:00:00,438,67.86301369863014,51.0,88.0
2022484408,2016-04-28 10:00:00,475,70.20210526315789,52.0,103.0
2022484408,2016-04-28 11:00:00,473,69.91331923890064,55.0,88.0
2022484408,2016-04-28 12:00:00,470,81.72127659574468,55.0,114.0
2022484408,2016-04-28 13:00:00,371,64.86792452830188,55.0,80.0
2022484408,2016-04-28 14:00:00,478,78.83054393305439,56.0,105.0
2022484408,2016-04-28 15:00:00,391,64.78516624040921,54.0,84.0
2022484408,2016-04-28 16:00:00,444,68.33558558558559,52.0,95.0
2022484408,2016-04-28 17:00:00,436,67.87844036697248,54.0,92.0
2022484408,2016-04-28 18:00:00,410,68.34146341463415,57.0,82.0
2022484408,2016-04-28 19:00:00,365,68.27945205479452,60.0,84.0
2022484408,2016-04-28 20:00:00,131,76.38931297709924,67.0,88.0
2022484408,2016-04-29 08:00:00,395,67.1746835443038,51.0,102.0
2022484408,2016-04-29 09:00:00,501,108.40319361277444,65.0,134.0
2022484408,2016-04-29 10:00:00,472,89.6207627118644,69.0,108.0
2022484408,2016-04-29 11:00:00,458,84.25982532751091,70.0,105.0
2022484408,2016-04-29 12:00:00,329,87.41641337386018,69.0,115.0
2022484408,2016-04-29 13:00:00,410,91.14390243902439,72.0,115.0
2022484408,2016-04-29 14:00:00,420,96.1,67.0,117.0
2022484408,2016-04-29 15:00:00,392,67.16071428571429,52.0,107.0
2022484408,2016-04-29 16:00:00,427,69.50585480093677,50.0,103.0
2022484408,2016-04-29 17:00:00,385,72.7116883116883,55.0,92.0
2022484408,2016-04-29 18:00:00,368,76.26086956521739,64.0,106.0
2022484408,2016-04-29 19:00:00,275,82.76363636363637,65.0,118.0
2022484408,2016-04-30 06:00:00,102,81.93137254901961,64.0,95.0
2022484408,2016-04-30 07:00:00,387,64.78036175710594,51.0,91.0
2022484408,2016-04-30 08:00:00,355,67.18591549295775,60.0,77.0
2022484408,2016-04-30 09:00:00,353,66.92917847025495,58.0,76.0
2022484408,2016-04-30 10:00:00,466,82.19527896995709,62.0,104.0
2022484408,2016-04-30 11:00:00,416,73.37259615384616,52.0,102.0
2022484408,2016-04-30 12:00:00,443,79.22121896162528,58.0,107.0
2022484408,2016-04-30 13:00:00,476,85.05882352941177,67.0,103.0
2022484408,2016-04-30 14:00:00,443,81.80361173814899,62.0,110.0
2022484408,2016-04-30 15:00:00,480,77.92916666666666,60.0,105.0
2022484408,2016-04-30 16:00:00,497,90.18108651911469,62.0,121.0
2022484408,2016-04-30 17:00:00,378,77.03174603174604,58.0,114.0
2022484408,2016-04-30 18:00:00,207,85.29951690821257,58.0,123.0
2022484408,2016-04-30 19:00:00,429,71.53846153846153,59.0,94.0
2022484408,2016-04-30 20:00:00,48,77.45833333333333,65.0,88.0
2022484408,2016-04-30 21:00:00,6,79.0,79.0,79.0
2022484408,2016-05-01 06:00:00,194,77.27319587628865,64.0,102.0
2022484408,2016-05-01 07:00:00,335,71.95522388059702,58.0,95.0
2022484408,2016-05-01 08:00:00,349,64.86246418338109,58.0,74.0
2022484408,2016-05-01 09:00:00,383,62.391644908616186,51.0,94.0
2022484408,2016-05-01 10:00:00,400,98.6925,63.0,118.0
2022484408,2016-05-01 11:00:00,357,65.6078431372549,45.0,110.0
2022484408,2016-05-01 12:00:00,383,61.0757180156658,44.0,86.0
2022484408,2016-05-01 13:00:00,109,61.28440366972477,49.0,76.0
2022484408,2016-05-01 14:00:00,172,71.01162790697674,55.0,112.0
2022484408,2016-05-01 15:00:00,379,72.1820580474934,47.0,113.0
2022484408,2016-05-01 16:00:00,362,67.26795580110497,47.0,99.0
2022484408,2016-05-01 17:00:00,407,76.74447174447174,50.0,99.0
2022484408,2016-05-01 18:00:00,400,77.5325,65.0,100.0
2022484408,2016-05-01 19:00:00,252,98.4047619047619,80.0,114.0
2022484408,2016-05-02 07:00:00,351,72.07977207977208,56.0,110.0
2022484408,2016-05-02 08:00:00,362,69.89779005524862,59.0,99.0
2022484408,2016-05-02 09:00:00,475,85.61894736842105,54.0,118.0
2022484408,2016-05-02 10:00:00,493,86.41176470588235,65.0,122.0
2022484408,2016-05-02 11:00:00,406,65.22413793103448,52.0,91.0
2022484408,2016-05-02 12:00:00,438,78.31050228310502,57.0,103.0
2022484408,2016-05-02 13:00:00,374,82.5187165775401,64.0,137.0
2022484408,2016-05-02 14:00:00,456,100.95394736842105,66.0,120.0
2022484408,2016-05-02 15:00:00,369,70.18157181571816,55.0,88.0
2022484408,2016-05-02 16:00:00,429,74.2027972027972,53.0,96.0
2022484408,2016-05-02 17:00:00,1127,74.09228039041703,50.0,115.0
2022484408,2016-05-02 18:00:00,1543,76.80362929358392,56.0,113.0
2022484408,2016-05-02 19:00:00,991,72.38042381432896,51.0,136.0
2022484408,2016-05-03 07:00:00,75,100.26666666666667,92.0,109.0
2022484408,2016-05-03 08:00:00,401,72.31920199501246,53.0,116.0
2022484408,2016-05-03 09:00:00,393,65.89821882951654,51.0,88.0
2022484408,2016-05-03 10:00:00,499,113.40280561122245,75.0,147.0
2022484408,2016-05-03 11:00:00,486,80.57201646090535,63.0,116.0
2022484408,2016-05-03 12:00:00,395,77.64303797468355,56.0,104.0
2022484408,2016-05-03 13:00:00,380,77.28947368421052,65.0,109.0
2022484408,2016-05-03 14:00:00,484,96.61570247933884,65.0,169.0
2022484408,2016-05-03 15:00:00,391,80.32992327365729,65.0,121.0
2022484408,2016-05-03 16:00:00,462,97.87878787878788,64.0,134.0
2022484408,2016-05-03 17:00:00,474,75.75105485232068,60.0,104.0
2022484408,2016-05-03 18:00:00,406,74.34729064039409,56.0,87.0
2022484408,2016-05-03 19:00:00,376,77.49468085106383,68.0,102.0
2022484408,2016-05-03 20:00:00,391,77.05626598465473,60.0,103.0
2022484408,2016-05-03 21:00:00,95,72.88421052631578,66.0,80.0
2022484408,2016-05-04 06:00:00,56,75.55357142857143,62.0,84.0
2022484408,2016-05-04 07:00:00,379,79.11609498680738,66.0,110.0
2022484408,2016-05-04 08:00:00,368,73.70923913043478,61.0,100.0
2022484408,2016-05-04 09:00:00,447,96.5503355704698,69.0,159.0
2022484408,2016-05-04 10:00:00,461,97.54229934924078,71.0,123.0
2022484408,2016-05-04 11:00:00,452,81.71017699115045,64.0,108.0
2022484408,2016-05-04 12:00:00,388,80.79639175257732,61.0,110.0
2022484408,2016-05-04 13:00:00,394,80.6269035532995,61.0,103.0
2022484408,2016-05-04 14:00:00,480,101.38333333333334,68.0,145.0
2022484408,2016-05-04 15:00:00,449,78.24276169265033,67.0,100.0
2022484408,2016-05-04 16:00:00,1135,81.79647577092511,64.0,113.0
2022484408,2016-05-04 17:00:00,240,72.375,57.0,94.0
2022484408,2016-05-04 18:00:00,429,73.009324009324,54.0,101.0
2022484408,2016-05-04 19:00:00,394,75.47208121827411,55.0,115.0
2022484408,2016-05-04 20:00:00,153,71.07843137254902,54.0,98.0
2022484408,2016-05-05 08:00:00,173,82.71098265895954,63.0,115.0
2022484408,2016-05-05 09:00:00,515,87.1611650485437,64.0,128.0
2022484408,2016-05-05 10:00:00,507,109.10650887573965,68.0,156.0
2022484408,2016-05-05 11:00:00,438,79.99086757990868,65.0,97.0
2022484408,2016-05-05 12:00:00,448,74.71875,61.0,95.0
2022484408,2016-05-05 13:00:00,394,66.48984771573605,55.0,87.0
2022484408,2016-05-05 14:00:00,514,86.06420233463035,61.0,111.0
2022484408,2016-05-05 15:00:00,420,87.50714285714285,62.0,114.0
2022484408,2016-05-05 16:00:00,545,78.63853211009175,58.0,103.0
2022484408,2016-05-05 17:00:00,528,78.15530303030303,64.0,98.0
2022484408,2016-05-05 18:00:00,1421,77.05348346235046,64.0,104.0
2022484408,2016-05-05 19:00:00,601,70.9234608985025,62.0,93.0
2022484408,2016-05-05 20:00:00,245,74.5265306122449,59.0,90.0
2022484408,2016-05-06 09:00:00,460,85.51739130434783,69.0,118.0
2022484408,2016-05-06 10:00:00,507,88.05719921104536,66.0,111.0
2022484408,2016-05-06 11:00:00,500,88.592,67.0,116.0
2022484408,2016-05-06 12:00:00,393,75.87531806615776,62.0,98.0
2022484408,2016-05-06 13:00:00,321,85.85669781931465,65.0,101.0
2022484408,2016-05-06 14:00:00,433,95.05773672055427,67.0,113.0
2022484408,2016-05-06 15:00:00,401,76.28927680798004,61.0,100.0
2022484408,2016-05-06 16:00:00,409,76.8875305623472,65.0,102.0
2022484408,2016-05-06 17:00:00,378,71.60846560846561,60.0,91.0
2022484408,2016-05-06 18:00:00,410,73.12439024390244,61.0,91.0
2022484408,2016-05-06 19:00:00,385,71.45714285714286,62.0,82.0
2022484408,2016-05-06 20:00:00,367,76.52588555858311,67.0,90.0
2022484408,2016-05-06 21:00:00,394,92.29695431472081,64.0,115.0
2022484408,2016-05-07 08:00:00,2,87.0,87.0,87.0
2022484408,2016-05-07 09:00:00,318,79.32075471698113,55.0,123.0
2022484408,2016-05-07 10:00:00,504,85.09722222222223,56.0,126.0
2022484408,2016-05-07 11:00:00,429,76.5990675990676,53.0,113.0
2022484408,2016-05-07 12:00:00,414,69.93961352657004,53.0,89.0
2022484408,2016-05-07 13:00:00,284,78.69014084507042,62.0,96.0
2022484408,2016-05-07 19:00:00,299,78.48829431438126,54.0,128.0
2022484408,2016-05-07 20:00:00,344,62.25,52.0,93.0
2022484408,2016-05-07 21:00:00,2,70.0,70.0,70.0
2022484408,2016-05-08 08:00:00,53,108.83018867924528,104.0,127.0
2022484408,2016-05-08 09:00:00,72,91.25,68.0,116.0
2022484408,2016-05-08 10:00:00,399,74.24561403508773,59.0,101.0
2022484408,2016-05-08 11:00:00,411,74.01216545012166,57.0,98.0
2022484408,2016-05-08 12:00:00,418,74.86124401913875,53.0,111.0
2022484408,2016-05-08 13:00:00,299,73.1304347826087,59.0,91.0
2022484408,2016-05-08 14:00:00,68,100.44117647058823,84.0,113.0
2022484408,2016-05-09 06:00:00,346,72.69942196531792,59.0,96.0
2022484408,2016-05-09 07:00:00,375,74.89333333333333,53.0,100.0
2022484408,2016-05-09 08:00:00,450,74.82444444444444,56.0,104.0
2022484408,2016-05-09 09:00:00,504,86.13095238095238,56.0,132.0
2022484408,2016-05-09 10:00:00,484,100.76239669421487,66.0,125.0
2022484408,2016-05-09 11:00:00,402,69.09950248756219,59.0,89.0
2022484408,2016-05-09 12:00:00,345,74.24057971014493,62.0,104.0
2022484408,2016-05-09 13:00:00,386,73.34974093264249,66.0,96.0
2022484408,2016-05-09 14:00:00,481,96.35758835758836,64.0,115.0
2022484408,2016-05-09 15:00:00,850,93.84470588235294,60.0,133.0
2022484408,2016-05-09 16:00:00,407,78.36363636363636,61.0,107.0
2022484408,2016-05-09 17:00:00,382,73.67801047120419,62.0,92.0
2022484408,2016-05-09 18:00:00,367,74.95640326975477,51.0,92.0
2022484408,2016-05-09 19:00:00,376,75.25265957446808,59.0,100.0
2022484408,2016-05-09 20:00:00,94,70.55319148936171,57.0,92.0
2022484408,2016-05-10 08:00:00,77,81.48051948051948,62.0,121.0
2022484408,2016-05-10 09:00:00,388,72.80154639175258,57.0,113.0
2022484408,2016-05-10 10:00:00,510,114.15882352941176,57.0,163.0
2022484408,2016-05-10 11:00:00,476,100.32142857142857,70.0,166.0
2022484408,2016-05-10 12:00:00,460,74.28695652173913,61.0,93.0
2022484408,2016-05-10 13:00:00,380,87.38421052631578,72.0,105.0
2022484408,2016-05-10 14:00:00,461,93.33622559652929,62.0,121.0
2022484408,2016-05-10 15:00:00,457,77.24070021881838,61.0,96.0
2022484408,2016-05-10 16:00:00,384,77.46354166666667,66.0,109.0
2022484408,2016-05-10 17:00:00,450,84.43555555555555,61.0,109.0
2022484408,2016-05-10 18:00:00,406,80.45320197044335,61.0,93.0
2022484408,2016-05-10 19:00:00,404,83.80445544554455,75.0,100.0
2022484408,2016-05-10 20:00:00,41,80.07317073170732,70.0,104.0
2022484408,2016-05-11 09:00:00,46,70.52173913043478,59.0,101.0
2022484408,2016-05-11 10:00:00,378,68.33597883597884,55.0,86.0
2022484408,2016-05-11 11:00:00,482,106.19294605809128,78.0,138.0
2022484408,2016-05-11 12:00:00,336,79.05654761904762,66.0,107.0
2022484408,2016-05-11 13:00:00,362,65.88397790055248,57.0,85.0
2022484408,2016-05-11 14:00:00,457,98.63238512035011,67.0,120.0
2022484408,2016-05-11 15:00:00,492,77.67276422764228,61.0,105.0
2022484408,2016-05-11 16:00:00,497,82.3923541247485,59.0,131.0
2022484408,2016-05-11 17:00:00,461,89.58134490238612,71.0,112.0
