Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,date,sleep_efficiency,in_bed_gap,sleep_hours,sleep_band,weekday
1503960366,2016-05-02 00:00:00,1.0,277.0,309.0,2016-05-02,0.8964401294498382,32.0,4.616666666666666,<7 h,Monday
1503960366,2016-05-03 00:00:00,1.0,273.0,296.0,2016-05-03,0.9222972972972973,23.0,4.55,<7 h,Tuesday
1503960366,2016-05-05 00:00:00,1.0,247.0,264.0,2016-05-05,0.9356060606060606,17.0,4.116666666666666,<7 h,Thursday
1503960366,2016-05-06 00:00:00,1.0,334.0,367.0,2016-05-06,0.9100817438692098,33.0,5.566666666666666,<7 h,Friday
1503960366,2016-05-07 00:00:00,1.0,331.0,349.0,2016-05-07,0.9484240687679083,18.0,5.516666666666667,<7 h,Saturday
1503960366,2016-05-08 00:00:00,1.0,594.0,611.0,2016-05-08,0.972176759410802,17.0,9.9,9+ h,Sunday
1503960366,2016-05-09 00:00:00,1.0,338.0,342.0,2016-05-09,0.9883040935672515,4.0,5.633333333333334,<7 h,Monday
1503960366,2016-05-10 00:00:00,1.0,383.0,403.0,2016-05-10,0.9503722084367245,20.0,6.383333333333334,<7 h,Tuesday
1503960366,2016-05-11 00:00:00,1.0,285.0,306.0,2016-05-11,0.9313725490196079,21.0,4.75,<7 h,Wednesday
1644430081,2016-04-29 00:00:00,1.0,119.0,127.0,2016-04-29,0.937007874015748,8.0,1.9833333333333334,<7 h,Friday
1644430081,2016-04-30 00:00:00,1.0,124.0,142.0,2016-04-30,0.8732394366197183,18.0,2.066666666666667,<7 h,Saturday
1644430081,2016-05-02 00:00:00,1.0,796.0,961.0,2016-05-02,0.8283038501560874,165.0,13.266666666666667,9+ h,Monday
1644430081,2016-05-08 00:00:00,1.0,137.0,154.0,2016-05-08,0.8896103896103896,17.0,2.283333333333333,<7 h,Sunday
1844505072,2016-04-15 00:00:00,1.0,644.0,961.0,2016-04-15,0.6701352757544224,317.0,10.733333333333333,9+ h,Friday
1844505072,2016-04-30 00:00:00,1.0,722.0,961.0,2016-04-30,0.7513007284079084,239.0,12.033333333333333,9+ h,Saturday
1844505072,2016-05-01 00:00:00,1.0,590.0,961.0,2016-05-01,0.6139438085327783,371.0,9.833333333333334,9+ h,Sunday
1927972279,2016-04-12 00:00:00,3.0,750.0,775.0,2016-04-12,0.967741935483871,25.0,12.5,9+ h,Tuesday
1927972279,2016-04-13 00:00:00,1.0,398.0,422.0,2016-04-13,0.943127962085308,24.0,6.633333333333334,<7 h,Wednesday
1927972279,2016-04-15 00:00:00,2.0,475.0,499.0,2016-04-15,0.9519038076152304,24.0,7.916666666666667,7 to <9 h,Friday
1927972279,2016-04-26 00:00:00,1.0,296.0,315.0,2016-04-26,0.9396825396825397,19.0,4.933333333333334,<7 h,Tuesday
1927972279,2016-04-28 00:00:00,1.0,166.0,178.0,2016-04-28,0.9325842696629213,12.0,2.7666666666666666,<7 h,Thursday
2026352035,2016-04-12 00:00:00,1.0,503.0,546.0,2016-04-12,0.9212454212454212,43.0,8.383333333333333,7 to <9 h,Tuesday
2026352035,2016-04-13 00:00:00,1.0,531.0,565.0,2016-04-13,0.9398230088495575,34.0,8.85,7 to <9 h,Wednesday
2026352035,2016-04-14 00:00:00,1.0,545.0,568.0,2016-04-14,0.9595070422535211,23.0,9.083333333333334,9+ h,Thursday
2026352035,2016-04-15 00:00:00,1.0,523.0,573.0,2016-04-15,0.912739965095986,50.0,8.716666666666667,7 to <9 h,Friday
2026352035,2016-04-16 00:00:00,1.0,524.0,567.0,2016-04-16,0.9241622574955908,43.0,8.733333333333333,7 to <9 h,Saturday
2026352035,2016-04-17 00:00:00,1.0,437.0,498.0,2016-04-17,0.8775100401606426,61.0,7.283333333333333,7 to <9 h,Sunday
2026352035,2016-04-19 00:00:00,1.0,498.0,540.0,2016-04-19,0.9222222222222223,42.0,8.3,7 to <9 h,Tuesday
2026352035,2016-04-20 00:00:00,1.0,461.0,510.0,2016-04-20,0.903921568627451,49.0,7.683333333333334,7 to <9 h,Wednesday
2026352035,2016-04-21 00:00:00,1.0,477.0,514.0,2016-04-21,0.9280155642023347,37.0,7.95,7 to <9 h,Thursday
2026352035,2016-04-22 00:00:00,1.0,520.0,545.0,2016-04-22,0.9541284403669725,25.0,8.666666666666666,7 to <9 h,Friday
2026352035,2016-04-23 00:00:00,1.0,522.0,554.0,2016-04-23,0.9422382671480144,32.0,8.7,7 to <9 h,Saturday
2026352035,2016-04-24 00:00:00,1.0,555.0,591.0,2016-04-24,0.9390862944162437,36.0,9.25,9+ h,Sunday
2026352035,2016-04-25 00:00:00,1.0,506.0,531.0,2016-04-25,0.9529190207156308,25.0,8.433333333333334,7 to <9 h,Monday
2026352035,2016-04-27 00:00:00,1.0,508.0,545.0,2016-04-27,0.9321100917431193,37.0,8.466666666666667,7 to <9 h,Wednesday
2026352035,2016-04-28 00:00:00,1.0,513.0,545.0,2016-04-28,0.9412844036697248,32.0,8.55,7 to <9 h,Thursday
2026352035,2016-04-29 00:00:00,1.0,490.0,510.0,2016-04-29,0.9607843137254902,20.0,8.166666666666666,7 to <9 h,Friday
2026352035,2016-04-30 00:00:00,1.0,573.0,607.0,2016-04-30,0.943986820428336,34.0,9.55,9+ h,Saturday
2026352035,2016-05-01 00:00:00,1.0,527.0,546.0,2016-05-01,0.9652014652014652,19.0,8.783333333333333,7 to <9 h,Sunday
2026352035,2016-05-02 00:00:00,1.0,511.0,543.0,2016-05-02,0.9410681399631676,32.0,8.516666666666667,7 to <9 h,Monday
2026352035,2016-05-04 00:00:00,1.0,538.0,560.0,2016-05-04,0.9607142857142857,22.0,8.966666666666667,7 to <9 h,Wednesday
2026352035,2016-05-05 00:00:00,1.0,468.0,485.0,2016-05-05,0.9649484536082474,17.0,7.8,7 to <9 h,Thursday
2026352035,2016-05-06 00:00:00,1.0,524.0,548.0,2016-05-06,0.9562043795620438,24.0,8.733333333333333,7 to <9 h,Friday
2026352035,2016-05-07 00:00:00,1.0,511.0,521.0,2016-05-07,0.980806142034549,10.0,8.516666666666667,7 to <9 h,Saturday
2026352035,2016-05-08 00:00:00,1.0,541.0,568.0,2016-05-08,0.9524647887323944,27.0,9.016666666666667,9+ h,Sunday
2026352035,2016-05-09 00:00:00,1.0,531.0,556.0,2016-05-09,0.9550359712230215,25.0,8.85,7 to <9 h,Monday
2026352035,2016-05-10 00:00:00,1.0,357.0,380.0,2016-05-10,0.9394736842105263,23.0,5.95,<7 h,Tuesday
2026352035,2016-05-11 00:00:00,1.0,523.0,553.0,2016-05-11,0.945750452079566,30.0,8.716666666666667,7 to <9 h,Wednesday
2026352035,2016-05-12 00:00:00,1.0,456.0,485.0,2016-05-12,0.9402061855670103,29.0,7.6,7 to <9 h,Thursday
2320127002,2016-04-23 00:00:00,1.0,61.0,69.0,2016-04-23,0.8840579710144928,8.0,1.0166666666666666,<7 h,Saturday
2347167796,2016-04-13 00:00:00,1.0,467.0,531.0,2016-04-13,0.879472693032015,64.0,7.783333333333333,7 to <9 h,Wednesday
2347167796,2016-04-14 00:00:00,1.0,445.0,489.0,2016-04-14,0.9100204498977505,44.0,7.416666666666667,7 to <9 h,Thursday
2347167796,2016-04-15 00:00:00,1.0,452.0,504.0,2016-04-15,0.8968253968253969,52.0,7.533333333333333,7 to <9 h,Friday
2347167796,2016-04-17 00:00:00,1.0,556.0,602.0,2016-04-17,0.9235880398671097,46.0,9.266666666666667,9+ h,Sunday
2347167796,2016-04-18 00:00:00,1.0,500.0,557.0,2016-04-18,0.8976660682226212,57.0,8.333333333333334,7 to <9 h,Monday
2347167796,2016-04-19 00:00:00,1.0,465.0,514.0,2016-04-19,0.9046692607003891,49.0,7.75,7 to <9 h,Tuesday
2347167796,2016-04-21 00:00:00,1.0,460.0,484.0,2016-04-21,0.9504132231404959,24.0,7.666666666666667,7 to <9 h,Thursday
2347167796,2016-04-22 00:00:00,1.0,405.0,461.0,2016-04-22,0.8785249457700651,56.0,6.75,<7 h,Friday
2347167796,2016-04-23 00:00:00,1.0,374.0,386.0,2016-04-23,0.9689119170984456,12.0,6.233333333333333,<7 h,Saturday
2347167796,2016-04-24 00:00:00,1.0,442.0,459.0,2016-04-24,0.9629629629629629,17.0,7.366666666666666,7 to <9 h,Sunday
2347167796,2016-04-25 00:00:00,1.0,433.0,471.0,2016-04-25,0.9193205944798302,38.0,7.216666666666667,7 to <9 h,Monday
2347167796,2016-04-26 00:00:00,1.0,436.0,490.0,2016-04-26,0.889795918367347,54.0,7.266666666666667,7 to <9 h,Tuesday
2347167796,2016-04-27 00:00:00,1.0,448.0,499.0,2016-04-27,0.8977955911823647,51.0,7.466666666666667,7 to <9 h,Wednesday
2347167796,2016-04-28 00:00:00,1.0,408.0,450.0,2016-04-28,0.9066666666666666,42.0,6.8,<7 h,Thursday
2347167796,2016-04-29 00:00:00,1.0,411.0,473.0,2016-04-29,0.86892177589852,62.0,6.85,<7 h,Friday
3977333714,2016-04-12 00:00:00,1.0,274.0,469.0,2016-04-12,0.5842217484008528,195.0,4.566666666666666,<7 h,Tuesday
3977333714,2016-04-13 00:00:00,2.0,295.0,456.0,2016-04-13,0.6469298245614035,161.0,4.916666666666667,<7 h,Wednesday
3977333714,2016-04-14 00:00:00,1.0,291.0,397.0,2016-04-14,0.7329974811083123,106.0,4.85,<7 h,Thursday
3977333714,2016-04-15 00:00:00,1.0,424.0,556.0,2016-04-15,0.762589928057554,132.0,7.066666666666666,7 to <9 h,Friday
3977333714,2016-04-16 00:00:00,1.0,283.0,510.0,2016-04-16,0.5549019607843138,227.0,4.716666666666667,<7 h,Saturday
3977333714,2016-04-17 00:00:00,1.0,381.0,566.0,2016-04-17,0.6731448763250883,185.0,6.35,<7 h,Sunday
3977333714,2016-04-18 00:00:00,2.0,412.0,522.0,2016-04-18,0.789272030651341,110.0,6.866666666666666,<7 h,Monday
3977333714,2016-04-19 00:00:00,1.0,219.0,395.0,2016-04-19,0.5544303797468354,176.0,3.65,<7 h,Tuesday
3977333714,2016-04-20 00:00:00,2.0,152.0,305.0,2016-04-20,0.49836065573770494,153.0,2.533333333333333,<7 h,Wednesday
3977333714,2016-04-21 00:00:00,1.0,332.0,512.0,2016-04-21,0.6484375,180.0,5.533333333333333,<7 h,Thursday
3977333714,2016-04-22 00:00:00,1.0,355.0,476.0,2016-04-22,0.7457983193277311,121.0,5.916666666666667,<7 h,Friday
3977333714,2016-04-23 00:00:00,1.0,235.0,372.0,2016-04-23,0.6317204301075269,137.0,3.9166666666666665,<7 h,Saturday
3977333714,2016-04-24 00:00:00,1.0,310.0,526.0,2016-04-24,0.5893536121673004,216.0,5.166666666666667,<7 h,Sunday
3977333714,2016-04-25 00:00:00,1.0,262.0,467.0,2016-04-25,0.5610278372591007,205.0,4.366666666666666,<7 h,Monday
3977333714,2016-04-26 00:00:00,1.0,250.0,371.0,2016-04-26,0.6738544474393531,121.0,4.166666666666667,<7 h,Tuesday
3977333714,2016-04-27 00:00:00,1.0,349.0,540.0,2016-04-27,0.6462962962962963,191.0,5.816666666666666,<7 h,Wednesday
3977333714,2016-04-28 00:00:00,1.0,261.0,423.0,2016-04-28,0.6170212765957447,162.0,4.35,<7 h,Thursday
3977333714,2016-04-29 00:00:00,1.0,333.0,478.0,2016-04-29,0.696652719665272,145.0,5.55,<7 h,Friday
3977333714,2016-04-30 00:00:00,1.0,237.0,382.0,2016-04-30,0.6204188481675392,145.0,3.95,<7 h,Saturday
3977333714,2016-05-01 00:00:00,1.0,383.0,626.0,2016-05-01,0.6118210862619808,243.0,6.383333333333334,<7 h,Sunday
3977333714,2016-05-02 00:00:00,1.0,230.0,384.0,2016-05-02,0.5989583333333334,154.0,3.8333333333333335,<7 h,Monday
3977333714,2016-05-03 00:00:00,1.0,292.0,500.0,2016-05-03,0.584,208.0,4.866666666666666,<7 h,Tuesday
3977333714,2016-05-04 00:00:00,1.0,213.0,336.0,2016-05-04,0.6339285714285714,123.0,3.55,<7 h,Wednesday
3977333714,2016-05-05 00:00:00,1.0,318.0,480.0,2016-05-05,0.6625,162.0,5.3,<7 h,Thursday
3977333714,2016-05-06 00:00:00,1.0,323.0,512.0,2016-05-06,0.630859375,189.0,5.383333333333334,<7 h,Friday
3977333714,2016-05-07 00:00:00,1.0,237.0,443.0,2016-05-07,0.5349887133182845,206.0,3.95,<7 h,Saturday
3977333714,2016-05-08 00:00:00,2.0,259.0,456.0,2016-05-08,0.5679824561403509,197.0,4.316666666666666,<7 h,Sunday
3977333714,2016-05-10 00:00:00,1.0,312.0,452.0,2016-05-10,0.6902654867256637,140.0,5.2,<7 h,Tuesday
4020332650,2016-04-12 00:00:00,1.0,501.0,541.0,2016-04-12,0.9260628465804066,40.0,8.35,7 to <9 h,Tuesday
4020332650,2016-04-16 00:00:00,1.0,77.0,77.0,2016-04-16,1.0,0.0,1.2833333333333334,<7 h,Saturday
4020332650,2016-05-03 00:00:00,1.0,322.0,332.0,2016-05-03,0.9698795180722891,10.0,5.366666666666666,<7 h,Tuesday
4020332650,2016-05-04 00:00:00,1.0,478.0,536.0,2016-05-04,0.8917910447761194,58.0,7.966666666666667,7 to <9 h,Wednesday
4020332650,2016-05-05 00:00:00,1.0,226.0,248.0,2016-05-05,0.9112903225806451,22.0,3.7666666666666666,<7 h,Thursday
4020332650,2016-05-06 00:00:00,1.0,385.0,408.0,2016-05-06,0.9436274509803921,23.0,6.416666666666667,<7 h,Friday
4020332650,2016-05-08 00:00:00,1.0,364.0,402.0,2016-05-08,0.9054726368159204,38.0,6.066666666666666,<7 h,Sunday
4020332650,2016-05-10 00:00:00,1.0,442.0,494.0,2016-05-10,0.8947368421052632,52.0,7.366666666666666,7 to <9 h,Tuesday
4319703577,2016-04-14 00:00:00,1.0,535.0,557.0,2016-04-14,0.9605026929982047,22.0,8.916666666666666,7 to <9 h,Thursday
4319703577,2016-04-15 00:00:00,1.0,465.0,491.0,2016-04-15,0.9470468431771895,26.0,7.75,7 to <9 h,Friday
4319703577,2016-04-16 00:00:00,1.0,506.0,522.0,2016-04-16,0.9693486590038314,16.0,8.433333333333334,7 to <9 h,Saturday
4319703577,2016-04-18 00:00:00,1.0,515.0,551.0,2016-04-18,0.9346642468239564,36.0,8.583333333333334,7 to <9 h,Monday
4319703577,2016-04-19 00:00:00,2.0,461.0,498.0,2016-04-19,0.9257028112449799,37.0,7.683333333333334,7 to <9 h,Tuesday
4319703577,2016-04-20 00:00:00,1.0,523.0,543.0,2016-04-20,0.9631675874769797,20.0,8.716666666666667,7 to <9 h,Wednesday
4319703577,2016-04-21 00:00:00,1.0,59.0,65.0,2016-04-21,0.9076923076923077,6.0,0.9833333333333333,<7 h,Thursday
4319703577,2016-04-22 00:00:00,1.0,533.0,550.0,2016-04-22,0.9690909090909091,17.0,8.883333333333333,7 to <9 h,Friday
4319703577,2016-04-23 00:00:00,1.0,692.0,722.0,2016-04-23,0.9584487534626038,30.0,11.533333333333333,9+ h,Saturday
4319703577,2016-04-24 00:00:00,1.0,467.0,501.0,2016-04-24,0.9321357285429142,34.0,7.783333333333333,7 to <9 h,Sunday
4319703577,2016-04-25 00:00:00,1.0,488.0,506.0,2016-04-25,0.9644268774703557,18.0,8.133333333333333,7 to <9 h,Monday
4319703577,2016-04-26 00:00:00,1.0,505.0,516.0,2016-04-26,0.9786821705426356,11.0,8.416666666666666,7 to <9 h,Tuesday
4319703577,2016-04-27 00:00:00,1.0,286.0,307.0,2016-04-27,0.9315960912052117,21.0,4.766666666666667,<7 h,Wednesday
4319703577,2016-04-28 00:00:00,1.0,497.0,522.0,2016-04-28,0.9521072796934866,25.0,8.283333333333333,7 to <9 h,Thursday
4319703577,2016-04-29 00:00:00,1.0,523.0,546.0,2016-04-29,0.9578754578754579,23.0,8.716666666666667,7 to <9 h,Friday
4319703577,2016-04-30 00:00:00,1.0,490.0,516.0,2016-04-30,0.9496124031007752,26.0,8.166666666666666,7 to <9 h,Saturday
4319703577,2016-05-01 00:00:00,1.0,484.0,500.0,2016-05-01,0.968,16.0,8.066666666666666,7 to <9 h,Sunday
4319703577,2016-05-02 00:00:00,1.0,478.0,506.0,2016-05-02,0.9446640316205533,28.0,7.966666666666667,7 to <9 h,Monday
4319703577,2016-05-03 00:00:00,1.0,474.0,512.0,2016-05-03,0.92578125,38.0,7.9,7 to <9 h,Tuesday
4319703577,2016-05-06 00:00:00,1.0,450.0,491.0,2016-05-06,0.9164969450101833,41.0,7.5,7 to <9 h,Friday
4319703577,2016-05-07 00:00:00,1.0,507.0,530.0,2016-05-07,0.9566037735849057,23.0,8.45,7 to <9 h,Saturday
4319703577,2016-05-08 00:00:00,1.0,602.0,638.0,2016-05-08,0.9435736677115988,36.0,10.033333333333333,9+ h,Sunday
4319703577,2016-05-09 00:00:00,1.0,535.0,565.0,2016-05-09,0.9469026548672567,30.0,8.916666666666666,7 to <9 h,Monday
4319703577,2016-05-10 00:00:00,1.0,487.0,517.0,2016-05-10,0.941972920696325,30.0,8.116666666666667,7 to <9 h,Tuesday
4319703577,2016-05-11 00:00:00,1.0,529.0,558.0,2016-05-11,0.9480286738351255,29.0,8.816666666666666,7 to <9 h,Wednesday
4319703577,2016-05-12 00:00:00,1.0,302.0,321.0,2016-05-12,0.940809968847352,19.0,5.033333333333333,<7 h,Thursday
4388161847,2016-04-15 00:00:00,1.0,499.0,526.0,2016-04-15,0.9486692015209125,27.0,8.316666666666666,7 to <9 h,Friday
4388161847,2016-04-16 00:00:00,2.0,426.0,448.0,2016-04-16,0.9508928571428571,22.0,7.1,7 to <9 h,Saturday
4388161847,2016-04-17 00:00:00,2.0,619.0,641.0,2016-04-17,0.9656786271450858,22.0,10.316666666666666,9+ h,Sunday
4388161847,2016-04-18 00:00:00,1.0,99.0,104.0,2016-04-18,0.9519230769230769,5.0,1.65,<7 h,Monday
4388161847,2016-04-19 00:00:00,1.0,329.0,338.0,2016-04-19,0.9733727810650887,9.0,5.483333333333333,<7 h,Tuesday
4388161847,2016-04-20 00:00:00,1.0,421.0,451.0,2016-04-20,0.9334811529933481,30.0,7.016666666666667,7 to <9 h,Wednesday
4388161847,2016-04-21 00:00:00,1.0,442.0,458.0,2016-04-21,0.9650655021834061,16.0,7.366666666666666,7 to <9 h,Thursday
4388161847,2016-04-22 00:00:00,1.0,82.0,85.0,2016-04-22,0.9647058823529412,3.0,1.3666666666666667,<7 h,Friday
4388161847,2016-04-23 00:00:00,1.0,478.0,501.0,2016-04-23,0.9540918163672655,23.0,7.966666666666667,7 to <9 h,Saturday
4388161847,2016-04-24 00:00:00,3.0,552.0,595.0,2016-04-24,0.9277310924369748,43.0,9.2,9+ h,Sunday
4388161847,2016-04-26 00:00:00,1.0,319.0,346.0,2016-04-26,0.9219653179190751,27.0,5.316666666666666,<7 h,Tuesday
4388161847,2016-04-27 00:00:00,1.0,439.0,500.0,2016-04-27,0.878,61.0,7.316666666666666,7 to <9 h,Wednesday
4388161847,2016-04-28 00:00:00,1.0,428.0,458.0,2016-04-28,0.9344978165938864,30.0,7.133333333333334,7 to <9 h,Thursday
4388161847,2016-04-30 00:00:00,2.0,409.0,430.0,2016-04-30,0.9511627906976744,21.0,6.816666666666666,<7 h,Saturday
4388161847,2016-05-01 00:00:00,1.0,547.0,597.0,2016-05-01,0.916247906197655,50.0,9.116666666666667,9+ h,Sunday
4388161847,2016-05-02 00:00:00,2.0,368.0,376.0,2016-05-02,0.9787234042553191,8.0,6.133333333333334,<7 h,Monday
4388161847,2016-05-04 00:00:00,1.0,390.0,414.0,2016-05-04,0.9420289855072463,24.0,6.5,<7 h,Wednesday
4388161847,2016-05-05 00:00:00,1.0,471.0,495.0,2016-05-05,0.9515151515151515,24.0,7.85,7 to <9 h,Thursday
4388161847,2016-05-07 00:00:00,1.0,472.0,496.0,2016-05-07,0.9516129032258065,24.0,7.866666666666666,7 to <9 h,Saturday
4388161847,2016-05-08 00:00:00,2.0,529.0,541.0,2016-05-08,0.977818853974122,12.0,8.816666666666666,7 to <9 h,Sunday
4388161847,2016-05-09 00:00:00,1.0,62.0,65.0,2016-05-09,0.9538461538461539,3.0,1.0333333333333334,<7 h,Monday
4388161847,2016-05-10 00:00:00,1.0,354.0,375.0,2016-05-10,0.944,21.0,5.9,<7 h,Tuesday
4388161847,2016-05-11 00:00:00,1.0,469.0,494.0,2016-05-11,0.9493927125506073,25.0,7.816666666666666,7 to <9 h,Wednesday
4445114986,2016-04-12 00:00:00,2.0,429.0,457.0,2016-04-12,0.9387308533916849,28.0,7.15,7 to <9 h,Tuesday
4445114986,2016-04-13 00:00:00,2.0,370.0,406.0,2016-04-13,0.9113300492610837,36.0,6.166666666666667,<7 h,Wednesday
4445114986,2016-04-14 00:00:00,1.0,441.0,492.0,2016-04-14,0.8963414634146342,51.0,7.35,7 to <9 h,Thursday
4445114986,2016-04-15 00:00:00,2.0,337.0,379.0,2016-04-15,0.8891820580474934,42.0,5.616666666666666,<7 h,Friday
4445114986,2016-04-16 00:00:00,1.0,462.0,499.0,2016-04-16,0.9258517034068137,37.0,7.7,7 to <9 h,Saturday
4445114986,2016-04-17 00:00:00,1.0,98.0,107.0,2016-04-17,0.9158878504672897,9.0,1.6333333333333333,<7 h,Sunday
4445114986,2016-04-19 00:00:00,2.0,388.0,424.0,2016-04-19,0.9150943396226415,36.0,6.466666666666667,<7 h,Tuesday
4445114986,2016-04-20 00:00:00,1.0,439.0,462.0,2016-04-20,0.9502164502164502,23.0,7.316666666666666,7 to <9 h,Wednesday
4445114986,2016-04-21 00:00:00,1.0,436.0,469.0,2016-04-21,0.929637526652452,33.0,7.266666666666667,7 to <9 h,Thursday
4445114986,2016-04-22 00:00:00,1.0,388.0,417.0,2016-04-22,0.9304556354916067,29.0,6.466666666666667,<7 h,Friday
4445114986,2016-04-25 00:00:00,1.0,328.0,345.0,2016-04-25,0.9507246376811594,17.0,5.466666666666667,<7 h,Monday
4445114986,2016-04-26 00:00:00,2.0,353.0,391.0,2016-04-26,0.9028132992327366,38.0,5.883333333333334,<7 h,Tuesday
4445114986,2016-04-27 00:00:00,1.0,332.0,374.0,2016-04-27,0.8877005347593583,42.0,5.533333333333333,<7 h,Wednesday
4445114986,2016-04-28 00:00:00,1.0,419.0,442.0,2016-04-28,0.9479638009049773,23.0,6.983333333333333,<7 h,Thursday
4445114986,2016-04-29 00:00:00,1.0,106.0,108.0,2016-04-29,0.9814814814814815,2.0,1.7666666666666666,<7 h,Friday
4445114986,2016-04-30 00:00:00,1.0,322.0,353.0,2016-04-30,0.9121813031161473,31.0,5.366666666666666,<7 h,Saturday
4445114986,2016-05-01 00:00:00,2.0,439.0,459.0,2016-05-01,0.9564270152505446,20.0,7.316666666666666,7 to <9 h,Sunday
4445114986,2016-05-02 00:00:00,1.0,502.0,542.0,2016-05-02,0.9261992619926199,40.0,8.366666666666667,7 to <9 h,Monday
4445114986,2016-05-03 00:00:00,2.0,417.0,450.0,2016-05-03,0.9266666666666666,33.0,6.95,<7 h,Tuesday
4445114986,2016-05-04 00:00:00,2.0,337.0,363.0,2016-05-04,0.928374655647383,26.0,5.616666666666666,<7 h,Wednesday
4445114986,2016-05-05 00:00:00,2.0,462.0,513.0,2016-05-05,0.9005847953216374,51.0,7.7,7 to <9 h,Thursday
4445114986,2016-05-06 00:00:00,2.0,374.0,402.0,2016-05-06,0.9303482587064676,28.0,6.233333333333333,<7 h,Friday
4445114986,2016-05-07 00:00:00,2.0,401.0,436.0,2016-05-07,0.9197247706422018,35.0,6.683333333333334,<7 h,Saturday
4445114986,2016-05-08 00:00:00,1.0,361.0,391.0,2016-05-08,0.9232736572890026,30.0,6.016666666666667,<7 h,Sunday
4445114986,2016-05-09 00:00:00,1.0,457.0,533.0,2016-05-09,0.8574108818011257,76.0,7.616666666666666,7 to <9 h,Monday
4445114986,2016-05-10 00:00:00,1.0,405.0,426.0,2016-05-10,0.9507042253521126,21.0,6.75,<7 h,Tuesday
4445114986,2016-05-11 00:00:00,1.0,499.0,530.0,2016-05-11,0.9415094339622642,31.0,8.316666666666666,7 to <9 h,Wednesday
4445114986,2016-05-12 00:00:00,1.0,483.0,501.0,2016-05-12,0.9640718562874252,18.0,8.05,7 to <9 h,Thursday
4558609924,2016-04-21 00:00:00,1.0,126.0,137.0,2016-04-21,0.9197080291970803,11.0,2.1,<7 h,Thursday
4558609924,2016-04-26 00:00:00,1.0,103.0,121.0,2016-04-26,0.8512396694214877,18.0,1.7166666666666666,<7 h,Tuesday
4558609924,2016-04-29 00:00:00,1.0,171.0,179.0,2016-04-29,0.9553072625698324,8.0,2.85,<7 h,Friday
4558609924,2016-05-01 00:00:00,1.0,115.0,129.0,2016-05-01,0.8914728682170543,14.0,1.9166666666666667,<7 h,Sunday
4558609924,2016-05-08 00:00:00,1.0,123.0,134.0,2016-05-08,0.917910447761194,11.0,2.05,<7 h,Sunday
4702921684,2016-04-12 00:00:00,1.0,425.0,439.0,2016-04-12,0.9681093394077449,14.0,7.083333333333333,7 to <9 h,Tuesday
4702921684,2016-04-13 00:00:00,2.0,400.0,430.0,2016-04-13,0.9302325581395349,30.0,6.666666666666667,<7 h,Wednesday
4702921684,2016-04-14 00:00:00,1.0,384.0,415.0,2016-04-14,0.9253012048192771,31.0,6.4,<7 h,Thursday
4702921684,2016-04-15 00:00:00,1.0,253.0,257.0,2016-04-15,0.9844357976653697,4.0,4.216666666666667,<7 h,Friday
