Id,ActivityDate,TotalSteps,prior_observed_steps,prior_observed_date,next_observed_date,rolling_7calendar_day_steps,running_steps
1644430081,2016-04-20,2436.0,11256.0,2016-04-19,2016-04-21,8740.142857142857,79876.0
1644430081,2016-04-21,1223.0,2436.0,2016-04-20,2016-04-22,7338.142857142857,81099.0
1644430081,2016-04-22,3673.0,1223.0,2016-04-21,2016-04-23,7111.0,84772.0
1644430081,2016-04-23,6637.0,3673.0,2016-04-22,2016-04-24,5873.428571428572,91409.0
1644430081,2016-04-24,3321.0,6637.0,2016-04-23,2016-04-25,5096.857142857143,94730.0
1644430081,2016-04-25,3580.0,3321.0,2016-04-24,2016-04-26,4589.428571428572,98310.0
1644430081,2016-04-26,9919.0,3580.0,2016-04-25,2016-04-27,4398.428571428572,108229.0
1644430081,2016-04-27,3032.0,9919.0,2016-04-26,2016-04-28,4483.571428571428,111261.0
1644430081,2016-04-28,9405.0,3032.0,2016-04-27,2016-04-29,5652.428571428572,120666.0
1644430081,2016-04-29,3176.0,9405.0,2016-04-28,2016-04-30,5581.428571428572,123842.0
1644430081,2016-04-30,18213.0,3176.0,2016-04-29,2016-05-01,7235.142857142857,142055.0
1644430081,2016-05-01,6132.0,18213.0,2016-04-30,2016-05-02,7636.714285714285,148187.0
1644430081,2016-05-02,3758.0,6132.0,2016-05-01,2016-05-03,7662.142857142857,151945.0
1644430081,2016-05-03,12850.0,3758.0,2016-05-02,2016-05-04,8080.857142857143,164795.0
1644430081,2016-05-04,2309.0,12850.0,2016-05-03,2016-05-05,7977.571428571428,167104.0
1644430081,2016-05-05,4363.0,2309.0,2016-05-04,2016-05-06,7257.285714285715,171467.0
1644430081,2016-05-06,9787.0,4363.0,2016-05-05,2016-05-07,8201.714285714286,181254.0
1644430081,2016-05-07,13372.0,9787.0,2016-05-06,2016-05-08,7510.142857142857,194626.0
1644430081,2016-05-08,6724.0,13372.0,2016-05-07,2016-05-09,7594.714285714285,201350.0
1644430081,2016-05-09,6643.0,6724.0,2016-05-08,2016-05-10,8006.857142857143,207993.0
1644430081,2016-05-10,9167.0,6643.0,2016-05-09,2016-05-11,7480.714285714285,217160.0
1644430081,2016-05-11,1329.0,9167.0,2016-05-10,,7340.714285714285,218489.0
1844505072,2016-04-12,6697.0,,,2016-04-13,6697.0,6697.0
1844505072,2016-04-13,4929.0,6697.0,2016-04-12,2016-04-14,5813.0,11626.0
1844505072,2016-04-14,7937.0,4929.0,2016-04-13,2016-04-15,6521.0,19563.0
1844505072,2016-04-15,3844.0,7937.0,2016-04-14,2016-04-16,5851.75,23407.0
1844505072,2016-04-16,3414.0,3844.0,2016-04-15,2016-04-17,5364.2,26821.0
1844505072,2016-04-17,4525.0,3414.0,2016-04-16,2016-04-18,5224.333333333333,31346.0
1844505072,2016-04-18,4597.0,4525.0,2016-04-17,2016-04-19,5134.714285714285,35943.0
1844505072,2016-04-19,197.0,4597.0,2016-04-18,2016-04-21,4206.142857142857,36140.0
1844505072,2016-04-21,8054.0,197.0,2016-04-19,2016-04-22,4105.166666666667,44194.0
1844505072,2016-04-22,5372.0,8054.0,2016-04-21,2016-04-23,4359.833333333333,49566.0
1844505072,2016-04-23,3570.0,5372.0,2016-04-22,2016-04-28,4385.833333333333,53136.0
1844505072,2016-04-28,6907.0,3570.0,2016-04-23,2016-04-29,5283.0,60043.0
1844505072,2016-04-29,4920.0,6907.0,2016-04-28,2016-04-30,5132.333333333333,64963.0
1844505072,2016-04-30,4014.0,4920.0,2016-04-29,2016-05-01,5280.333333333333,68977.0
1844505072,2016-05-01,2573.0,4014.0,2016-04-30,2016-05-03,4603.5,71550.0
1844505072,2016-05-03,4059.0,2573.0,2016-05-01,2016-05-04,4494.6,75609.0
1844505072,2016-05-04,2080.0,4059.0,2016-05-03,2016-05-05,4092.1666666666665,77689.0
1844505072,2016-05-05,2237.0,2080.0,2016-05-04,,3313.8333333333335,79926.0
1927972279,2016-04-12,678.0,,,2016-04-13,678.0,678.0
1927972279,2016-04-13,356.0,678.0,2016-04-12,2016-04-14,517.0,1034.0
1927972279,2016-04-14,2163.0,356.0,2016-04-13,2016-04-15,1065.6666666666667,3197.0
1927972279,2016-04-15,980.0,2163.0,2016-04-14,2016-04-18,1044.25,4177.0
1927972279,2016-04-18,244.0,980.0,2016-04-15,2016-04-22,884.2,4421.0
1927972279,2016-04-22,149.0,244.0,2016-04-18,2016-04-23,196.5,4570.0
1927972279,2016-04-23,2945.0,149.0,2016-04-22,2016-04-24,1112.6666666666667,7515.0
1927972279,2016-04-24,2090.0,2945.0,2016-04-23,2016-04-25,1357.0,9605.0
1927972279,2016-04-25,152.0,2090.0,2016-04-24,2016-04-26,1334.0,9757.0
1927972279,2016-04-26,3761.0,152.0,2016-04-25,2016-04-28,1819.4,13518.0
1927972279,2016-04-28,1675.0,3761.0,2016-04-26,2016-05-01,1795.3333333333333,15193.0
1927972279,2016-05-01,2704.0,1675.0,2016-04-28,2016-05-02,2073.0,17897.0
1927972279,2016-05-02,3790.0,2704.0,2016-05-01,2016-05-03,2982.5,21687.0
1927972279,2016-05-03,1326.0,3790.0,2016-05-02,2016-05-04,2373.75,23013.0
1927972279,2016-05-04,1786.0,1326.0,2016-05-03,2016-05-06,2256.2,24799.0
1927972279,2016-05-06,2091.0,1786.0,2016-05-04,2016-05-07,2339.4,26890.0
1927972279,2016-05-07,1510.0,2091.0,2016-05-06,,2201.1666666666665,28400.0
2022484408,2016-04-12,11875.0,,,2016-04-13,11875.0,11875.0
2022484408,2016-04-13,12024.0,11875.0,2016-04-12,2016-04-14,11949.5,23899.0
2022484408,2016-04-14,10690.0,12024.0,2016-04-13,2016-04-15,11529.666666666666,34589.0
2022484408,2016-04-15,11034.0,10690.0,2016-04-14,2016-04-16,11405.75,45623.0
2022484408,2016-04-16,10100.0,11034.0,2016-04-15,2016-04-17,11144.6,55723.0
2022484408,2016-04-17,15112.0,10100.0,2016-04-16,2016-04-18,11805.833333333334,70835.0
2022484408,2016-04-18,14131.0,15112.0,2016-04-17,2016-04-19,12138.0,84966.0
2022484408,2016-04-19,11548.0,14131.0,2016-04-18,2016-04-20,12091.285714285714,96514.0
2022484408,2016-04-20,15112.0,11548.0,2016-04-19,2016-04-21,12532.42857142857,111626.0
2022484408,2016-04-21,12453.0,15112.0,2016-04-20,2016-04-22,12784.285714285714,124079.0
2022484408,2016-04-22,12954.0,12453.0,2016-04-21,2016-04-23,13058.57142857143,137033.0
2022484408,2016-04-23,6001.0,12954.0,2016-04-22,2016-04-24,12473.0,143034.0
2022484408,2016-04-24,13481.0,6001.0,2016-04-23,2016-04-25,12240.0,156515.0
2022484408,2016-04-25,11369.0,13481.0,2016-04-24,2016-04-26,11845.42857142857,167884.0
2022484408,2016-04-26,10119.0,11369.0,2016-04-25,2016-04-27,11641.285714285714,178003.0
2022484408,2016-04-27,10159.0,10119.0,2016-04-26,2016-04-28,10933.714285714286,188162.0
2022484408,2016-04-28,10140.0,10159.0,2016-04-27,2016-04-29,10603.285714285714,198302.0
2022484408,2016-04-29,10245.0,10140.0,2016-04-28,2016-04-30,10216.285714285714,208547.0
2022484408,2016-04-30,18387.0,10245.0,2016-04-29,2016-05-01,11985.714285714286,226934.0
2022484408,2016-05-01,10538.0,18387.0,2016-04-30,2016-05-02,11565.285714285714,237472.0
2022484408,2016-05-02,10379.0,10538.0,2016-05-01,2016-05-03,11423.857142857143,247851.0
2022484408,2016-05-03,12183.0,10379.0,2016-05-02,2016-05-04,11718.714285714286,260034.0
2022484408,2016-05-04,11768.0,12183.0,2016-05-03,2016-05-05,11948.57142857143,271802.0
2022484408,2016-05-05,11895.0,11768.0,2016-05-04,2016-05-06,12199.285714285714,283697.0
2022484408,2016-05-06,10227.0,11895.0,2016-05-05,2016-05-07,12196.714285714286,293924.0
2022484408,2016-05-07,6708.0,10227.0,2016-05-06,2016-05-08,10528.285714285714,300632.0
2022484408,2016-05-08,3292.0,6708.0,2016-05-07,2016-05-09,9493.142857142857,303924.0
2022484408,2016-05-09,13379.0,3292.0,2016-05-08,2016-05-10,9921.714285714286,317303.0
2022484408,2016-05-10,12798.0,13379.0,2016-05-09,2016-05-11,10009.57142857143,330101.0
2022484408,2016-05-11,13272.0,12798.0,2016-05-10,2016-05-12,10224.42857142857,343373.0
2022484408,2016-05-12,9117.0,13272.0,2016-05-11,,9827.57142857143,352490.0
2026352035,2016-04-12,4414.0,,,2016-04-13,4414.0,4414.0
2026352035,2016-04-13,4993.0,4414.0,2016-04-12,2016-04-14,4703.5,9407.0
2026352035,2016-04-14,3335.0,4993.0,2016-04-13,2016-04-15,4247.333333333333,12742.0
2026352035,2016-04-15,3821.0,3335.0,2016-04-14,2016-04-16,4140.75,16563.0
2026352035,2016-04-16,2547.0,3821.0,2016-04-15,2016-04-17,3822.0,19110.0
2026352035,2016-04-17,838.0,2547.0,2016-04-16,2016-04-18,3324.6666666666665,19948.0
2026352035,2016-04-18,3325.0,838.0,2016-04-17,2016-04-19,3324.714285714286,23273.0
2026352035,2016-04-19,2424.0,3325.0,2016-04-18,2016-04-20,3040.4285714285716,25697.0
2026352035,2016-04-20,7222.0,2424.0,2016-04-19,2016-04-21,3358.8571428571427,32919.0
2026352035,2016-04-21,2467.0,7222.0,2016-04-20,2016-04-22,3234.8571428571427,35386.0
2026352035,2016-04-22,2915.0,2467.0,2016-04-21,2016-04-23,3105.4285714285716,38301.0
2026352035,2016-04-23,12357.0,2915.0,2016-04-22,2016-04-24,4506.857142857143,50658.0
2026352035,2016-04-24,3490.0,12357.0,2016-04-23,2016-04-25,4885.714285714285,54148.0
2026352035,2016-04-25,6017.0,3490.0,2016-04-24,2016-04-26,5270.285714285715,60165.0
2026352035,2016-04-26,5933.0,6017.0,2016-04-25,2016-04-27,5771.571428571428,66098.0
2026352035,2016-04-27,6088.0,5933.0,2016-04-26,2016-04-28,5609.571428571428,72186.0
2026352035,2016-04-28,6375.0,6088.0,2016-04-27,2016-04-29,6167.857142857143,78561.0
2026352035,2016-04-29,7604.0,6375.0,2016-04-28,2016-04-30,6837.714285714285,86165.0
2026352035,2016-04-30,4729.0,7604.0,2016-04-29,2016-05-01,5748.0,90894.0
2026352035,2016-05-01,3609.0,4729.0,2016-04-30,2016-05-02,5765.0,94503.0
2026352035,2016-05-02,7018.0,3609.0,2016-05-01,2016-05-03,5908.0,101521.0
2026352035,2016-05-03,5992.0,7018.0,2016-05-02,2016-05-04,5916.428571428572,107513.0
2026352035,2016-05-04,6564.0,5992.0,2016-05-03,2016-05-05,5984.428571428572,114077.0
2026352035,2016-05-05,12167.0,6564.0,2016-05-04,2016-05-06,6811.857142857143,126244.0
2026352035,2016-05-06,8198.0,12167.0,2016-05-05,2016-05-07,6896.714285714285,134442.0
2026352035,2016-05-07,4193.0,8198.0,2016-05-06,2016-05-08,6820.142857142857,138635.0
2026352035,2016-05-08,5528.0,4193.0,2016-05-07,2016-05-09,7094.285714285715,144163.0
2026352035,2016-05-09,10685.0,5528.0,2016-05-08,2016-05-10,7618.142857142857,154848.0
2026352035,2016-05-10,254.0,10685.0,2016-05-09,2016-05-11,6798.428571428572,155102.0
2026352035,2016-05-11,8580.0,254.0,2016-05-10,2016-05-12,7086.428571428572,163682.0
2026352035,2016-05-12,8891.0,8580.0,2016-05-11,,6618.428571428572,172573.0
2320127002,2016-04-12,10725.0,,,2016-04-13,10725.0,10725.0
2320127002,2016-04-13,7275.0,10725.0,2016-04-12,2016-04-14,9000.0,18000.0
2320127002,2016-04-14,3973.0,7275.0,2016-04-13,2016-04-15,7324.333333333333,21973.0
2320127002,2016-04-15,5205.0,3973.0,2016-04-14,2016-04-16,6794.5,27178.0
2320127002,2016-04-16,5057.0,5205.0,2016-04-15,2016-04-17,6447.0,32235.0
2320127002,2016-04-17,6198.0,5057.0,2016-04-16,2016-04-18,6405.5,38433.0
2320127002,2016-04-18,6559.0,6198.0,2016-04-17,2016-04-19,6427.428571428572,44992.0
2320127002,2016-04-19,5997.0,6559.0,2016-04-18,2016-04-20,5752.0,50989.0
2320127002,2016-04-20,7192.0,5997.0,2016-04-19,2016-04-21,5740.142857142857,58181.0
2320127002,2016-04-21,3404.0,7192.0,2016-04-20,2016-04-22,5658.857142857143,61585.0
2320127002,2016-04-22,5583.0,3404.0,2016-04-21,2016-04-23,5712.857142857143,67168.0
2320127002,2016-04-23,5079.0,5583.0,2016-04-22,2016-04-24,5716.0,72247.0
2320127002,2016-04-24,4165.0,5079.0,2016-04-23,2016-04-25,5425.571428571428,76412.0
2320127002,2016-04-25,3588.0,4165.0,2016-04-24,2016-04-26,5001.142857142857,80000.0
2320127002,2016-04-26,3409.0,3588.0,2016-04-25,2016-04-27,4631.428571428572,83409.0
2320127002,2016-04-27,1715.0,3409.0,2016-04-26,2016-04-28,3849.0,85124.0
2320127002,2016-04-28,1532.0,1715.0,2016-04-27,2016-04-29,3581.5714285714284,86656.0
2320127002,2016-04-29,924.0,1532.0,2016-04-28,2016-04-30,2916.0,87580.0
2320127002,2016-04-30,4571.0,924.0,2016-04-29,2016-05-01,2843.4285714285716,92151.0
2320127002,2016-05-01,772.0,4571.0,2016-04-30,2016-05-02,2358.714285714286,92923.0
2320127002,2016-05-02,3634.0,772.0,2016-05-01,2016-05-03,2365.285714285714,96557.0
2320127002,2016-05-03,7443.0,3634.0,2016-05-02,2016-05-04,2941.5714285714284,104000.0
2320127002,2016-05-04,1201.0,7443.0,2016-05-03,2016-05-05,2868.1428571428573,105201.0
2320127002,2016-05-05,5202.0,1201.0,2016-05-04,2016-05-06,3392.4285714285716,110403.0
2320127002,2016-05-06,4878.0,5202.0,2016-05-05,2016-05-07,3957.285714285714,115281.0
2320127002,2016-05-07,7379.0,4878.0,2016-05-06,2016-05-08,4358.428571428572,122660.0
2320127002,2016-05-08,5161.0,7379.0,2016-05-07,2016-05-09,4985.428571428572,127821.0
2320127002,2016-05-09,3090.0,5161.0,2016-05-08,2016-05-10,4907.714285714285,130911.0
2320127002,2016-05-10,6227.0,3090.0,2016-05-09,2016-05-11,4734.0,137138.0
2320127002,2016-05-11,6424.0,6227.0,2016-05-10,2016-05-12,5480.142857142857,143562.0
2320127002,2016-05-12,2661.0,6424.0,2016-05-11,,5117.142857142857,146223.0
2347167796,2016-04-12,10113.0,,,2016-04-13,10113.0,10113.0
2347167796,2016-04-13,10352.0,10113.0,2016-04-12,2016-04-14,10232.5,20465.0
2347167796,2016-04-14,10129.0,10352.0,2016-04-13,2016-04-15,10198.0,30594.0
2347167796,2016-04-15,10465.0,10129.0,2016-04-14,2016-04-16,10264.75,41059.0
2347167796,2016-04-16,22244.0,10465.0,2016-04-15,2016-04-17,12660.6,63303.0
2347167796,2016-04-17,5472.0,22244.0,2016-04-16,2016-04-18,11462.5,68775.0
2347167796,2016-04-18,8247.0,5472.0,2016-04-17,2016-04-19,11003.142857142857,77022.0
2347167796,2016-04-19,6711.0,8247.0,2016-04-18,2016-04-20,10517.142857142857,83733.0
2347167796,2016-04-20,10999.0,6711.0,2016-04-19,2016-04-21,10609.57142857143,94732.0
2347167796,2016-04-21,10080.0,10999.0,2016-04-20,2016-04-22,10602.57142857143,104812.0
2347167796,2016-04-22,7804.0,10080.0,2016-04-21,2016-04-23,10222.42857142857,112616.0
2347167796,2016-04-23,16901.0,7804.0,2016-04-22,2016-04-24,9459.142857142857,129517.0
2347167796,2016-04-24,9471.0,16901.0,2016-04-23,2016-04-25,10030.42857142857,138988.0
2347167796,2016-04-25,9482.0,9471.0,2016-04-24,2016-04-26,10206.857142857143,148470.0
2347167796,2016-04-26,5980.0,9482.0,2016-04-25,2016-04-27,10102.42857142857,154450.0
2347167796,2016-04-27,11423.0,5980.0,2016-04-26,2016-04-28,10163.0,165873.0
2347167796,2016-04-28,5439.0,11423.0,2016-04-27,,9500.0,171312.0
2873212765,2016-04-12,8796.0,,,2016-04-13,8796.0,8796.0
2873212765,2016-04-13,7618.0,8796.0,2016-04-12,2016-04-14,8207.0,16414.0
2873212765,2016-04-14,7910.0,7618.0,2016-04-13,2016-04-15,8108.0,24324.0
2873212765,2016-04-15,8482.0,7910.0,2016-04-14,2016-04-16,8201.5,32806.0
2873212765,2016-04-16,9685.0,8482.0,2016-04-15,2016-04-17,8498.2,42491.0
2873212765,2016-04-17,2524.0,9685.0,2016-04-16,2016-04-18,7502.5,45015.0
2873212765,2016-04-18,7762.0,2524.0,2016-04-17,2016-04-19,7539.571428571428,52777.0
2873212765,2016-04-19,7948.0,7762.0,2016-04-18,2016-04-20,7418.428571428572,60725.0
2873212765,2016-04-20,9202.0,7948.0,2016-04-19,2016-04-21,7644.714285714285,69927.0
2873212765,2016-04-21,8859.0,9202.0,2016-04-20,2016-04-22,7780.285714285715,78786.0
2873212765,2016-04-22,7286.0,8859.0,2016-04-21,2016-04-23,7609.428571428572,86072.0
2873212765,2016-04-23,9317.0,7286.0,2016-04-22,2016-04-24,7556.857142857143,95389.0
2873212765,2016-04-24,6873.0,9317.0,2016-04-23,2016-04-25,8178.142857142857,102262.0
2873212765,2016-04-25,7373.0,6873.0,2016-04-24,2016-04-26,8122.571428571428,109635.0
2873212765,2016-04-26,8242.0,7373.0,2016-04-25,2016-04-27,8164.571428571428,117877.0
2873212765,2016-04-27,3516.0,8242.0,2016-04-26,2016-04-28,7352.285714285715,121393.0
2873212765,2016-04-28,7913.0,3516.0,2016-04-27,2016-04-29,7217.142857142857,129306.0
2873212765,2016-04-29,7365.0,7913.0,2016-04-28,2016-04-30,7228.428571428572,136671.0
2873212765,2016-04-30,8452.0,7365.0,2016-04-29,2016-05-01,7104.857142857143,145123.0
2873212765,2016-05-01,7399.0,8452.0,2016-04-30,2016-05-02,7180.0,152522.0
2873212765,2016-05-02,7525.0,7399.0,2016-05-01,2016-05-03,7201.714285714285,160047.0
2873212765,2016-05-03,7412.0,7525.0,2016-05-02,2016-05-04,7083.142857142857,167459.0
2873212765,2016-05-04,8278.0,7412.0,2016-05-03,2016-05-05,7763.428571428572,175737.0
2873212765,2016-05-05,8314.0,8278.0,2016-05-04,2016-05-06,7820.714285714285,184051.0
2873212765,2016-05-06,7063.0,8314.0,2016-05-05,2016-05-07,7777.571428571428,191114.0
2873212765,2016-05-07,4940.0,7063.0,2016-05-06,2016-05-08,7275.857142857143,196054.0
2873212765,2016-05-08,8168.0,4940.0,2016-05-07,2016-05-09,7385.714285714285,204222.0
2873212765,2016-05-09,7726.0,8168.0,2016-05-08,2016-05-10,7414.428571428572,211948.0
2873212765,2016-05-10,8275.0,7726.0,2016-05-09,2016-05-11,7537.714285714285,220223.0
2873212765,2016-05-11,6440.0,8275.0,2016-05-10,2016-05-12,7275.142857142857,226663.0
2873212765,2016-05-12,7566.0,6440.0,2016-05-11,,7168.285714285715,234229.0
3372868164,2016-04-12,4747.0,,,2016-04-13,4747.0,4747.0
3372868164,2016-04-13,9715.0,4747.0,2016-04-12,2016-04-14,7231.0,14462.0
3372868164,2016-04-14,8844.0,9715.0,2016-04-13,2016-04-15,7768.666666666667,23306.0
3372868164,2016-04-15,7451.0,8844.0,2016-04-14,2016-04-16,7689.25,30757.0
3372868164,2016-04-16,6905.0,7451.0,2016-04-15,2016-04-17,7532.4,37662.0
3372868164,2016-04-17,8199.0,6905.0,2016-04-16,2016-04-18,7643.5,45861.0
3372868164,2016-04-18,6798.0,8199.0,2016-04-17,2016-04-19,7522.714285714285,52659.0
3372868164,2016-04-19,7711.0,6798.0,2016-04-18,2016-04-20,7946.142857142857,60370.0
3372868164,2016-04-20,4880.0,7711.0,2016-04-19,2016-04-21,7255.428571428572,65250.0
3372868164,2016-04-21,8857.0,4880.0,2016-04-20,2016-04-22,7257.285714285715,74107.0
3372868164,2016-04-22,3843.0,8857.0,2016-04-21,2016-04-23,6741.857142857143,77950.0
3372868164,2016-04-23,7396.0,3843.0,2016-04-22,2016-04-24,6812.0,85346.0
3372868164,2016-04-24,6731.0,7396.0,2016-04-23,2016-04-25,6602.285714285715,92077.0
3372868164,2016-04-25,5995.0,6731.0,2016-04-24,2016-04-26,6487.571428571428,98072.0
3372868164,2016-04-26,8283.0,5995.0,2016-04-25,2016-04-27,6569.285714285715,106355.0
3372868164,2016-04-27,7904.0,8283.0,2016-04-26,2016-04-28,7001.285714285715,114259.0
3372868164,2016-04-28,5512.0,7904.0,2016-04-27,2016-04-29,6523.428571428572,119771.0
3372868164,2016-04-29,9135.0,5512.0,2016-04-28,2016-04-30,7279.428571428572,128906.0
3372868164,2016-04-30,5250.0,9135.0,2016-04-29,2016-05-01,6972.857142857143,134156.0
3372868164,2016-05-01,3077.0,5250.0,2016-04-30,,6450.857142857143,137233.0
3977333714,2016-04-12,8856.0,,,2016-04-13,8856.0,8856.0
3977333714,2016-04-13,10035.0,8856.0,2016-04-12,2016-04-14,9445.5,18891.0
3977333714,2016-04-14,7641.0,10035.0,2016-04-13,2016-04-15,8844.0,26532.0
3977333714,2016-04-15,9010.0,7641.0,2016-04-14,2016-04-16,8885.5,35542.0
3977333714,2016-04-16,13459.0,9010.0,2016-04-15,2016-04-17,9800.2,49001.0
