Id,ActivityDate,TotalSteps,TotalMinutesAsleep,WeightKg,logs
1644430081,2016-04-17,8757.0,,,
1644430081,2016-04-18,7132.0,,,
1644430081,2016-04-19,11256.0,,,
1644430081,2016-04-20,2436.0,,,
1644430081,2016-04-21,1223.0,,,
1644430081,2016-04-22,3673.0,,,
1644430081,2016-04-23,6637.0,,,
1644430081,2016-04-24,3321.0,,,
1644430081,2016-04-25,3580.0,,,
1644430081,2016-04-26,9919.0,,,
1644430081,2016-04-27,3032.0,,,
1644430081,2016-04-28,9405.0,,,
1644430081,2016-04-29,3176.0,119.0,,
1644430081,2016-04-30,18213.0,124.0,,
1644430081,2016-05-01,6132.0,,,
1644430081,2016-05-02,3758.0,796.0,,
1644430081,2016-05-03,12850.0,,,
1644430081,2016-05-04,2309.0,,,
1644430081,2016-05-05,4363.0,,,
1644430081,2016-05-06,9787.0,,,
1644430081,2016-05-07,13372.0,,,
1644430081,2016-05-08,6724.0,137.0,,
1644430081,2016-05-09,6643.0,,,
1644430081,2016-05-10,9167.0,,,
1644430081,2016-05-11,1329.0,,,
1844505072,2016-04-12,6697.0,,,
1844505072,2016-04-13,4929.0,,,
1844505072,2016-04-14,7937.0,,,
1844505072,2016-04-15,3844.0,644.0,,
1844505072,2016-04-16,3414.0,,,
1844505072,2016-04-17,4525.0,,,
1844505072,2016-04-18,4597.0,,,
1844505072,2016-04-19,197.0,,,
1844505072,2016-04-21,8054.0,,,
1844505072,2016-04-22,5372.0,,,
1844505072,2016-04-23,3570.0,,,
1844505072,2016-04-28,6907.0,,,
1844505072,2016-04-29,4920.0,,,
1844505072,2016-04-30,4014.0,722.0,,
1844505072,2016-05-01,2573.0,590.0,,
1844505072,2016-05-03,4059.0,,,
1844505072,2016-05-04,2080.0,,,
1844505072,2016-05-05,2237.0,,,
1927972279,2016-04-12,678.0,750.0,,
1927972279,2016-04-13,356.0,398.0,133.5,1.0
1927972279,2016-04-14,2163.0,,,
1927972279,2016-04-15,980.0,475.0,,
1927972279,2016-04-18,244.0,,,
1927972279,2016-04-22,149.0,,,
1927972279,2016-04-23,2945.0,,,
1927972279,2016-04-24,2090.0,,,
1927972279,2016-04-25,152.0,,,
1927972279,2016-04-26,3761.0,296.0,,
1927972279,2016-04-28,1675.0,166.0,,
1927972279,2016-05-01,2704.0,,,
1927972279,2016-05-02,3790.0,,,
1927972279,2016-05-03,1326.0,,,
1927972279,2016-05-04,1786.0,,,
1927972279,2016-05-06,2091.0,,,
1927972279,2016-05-07,1510.0,,,
2022484408,2016-04-12,11875.0,,,
2022484408,2016-04-13,12024.0,,,
2022484408,2016-04-14,10690.0,,,
2022484408,2016-04-15,11034.0,,,
2022484408,2016-04-16,10100.0,,,
2022484408,2016-04-17,15112.0,,,
2022484408,2016-04-18,14131.0,,,
2022484408,2016-04-19,11548.0,,,
2022484408,2016-04-20,15112.0,,,
2022484408,2016-04-21,12453.0,,,
2022484408,2016-04-22,12954.0,,,
2022484408,2016-04-23,6001.0,,,
2022484408,2016-04-24,13481.0,,,
2022484408,2016-04-25,11369.0,,,
2022484408,2016-04-26,10119.0,,,
2022484408,2016-04-27,10159.0,,,
2022484408,2016-04-28,10140.0,,,
2022484408,2016-04-29,10245.0,,,
2022484408,2016-04-30,18387.0,,,
2022484408,2016-05-01,10538.0,,,
2022484408,2016-05-02,10379.0,,,
2022484408,2016-05-03,12183.0,,,
2022484408,2016-05-04,11768.0,,,
2022484408,2016-05-05,11895.0,,,
2022484408,2016-05-06,10227.0,,,
2022484408,2016-05-07,6708.0,,,
2022484408,2016-05-08,3292.0,,,
2022484408,2016-05-09,13379.0,,,
2022484408,2016-05-10,12798.0,,,
2022484408,2016-05-11,13272.0,,,
2022484408,2016-05-12,9117.0,,,
2026352035,2016-04-12,4414.0,503.0,,
2026352035,2016-04-13,4993.0,531.0,,
2026352035,2016-04-14,3335.0,545.0,,
2026352035,2016-04-15,3821.0,523.0,,
2026352035,2016-04-16,2547.0,524.0,,
2026352035,2016-04-17,838.0,437.0,,
2026352035,2016-04-18,3325.0,,,
2026352035,2016-04-19,2424.0,498.0,,
2026352035,2016-04-20,7222.0,461.0,,
2026352035,2016-04-21,2467.0,477.0,,
2026352035,2016-04-22,2915.0,520.0,,
2026352035,2016-04-23,12357.0,522.0,,
2026352035,2016-04-24,3490.0,555.0,,
2026352035,2016-04-25,6017.0,506.0,,
2026352035,2016-04-26,5933.0,,,
2026352035,2016-04-27,6088.0,508.0,,
2026352035,2016-04-28,6375.0,513.0,,
2026352035,2016-04-29,7604.0,490.0,,
2026352035,2016-04-30,4729.0,573.0,,
2026352035,2016-05-01,3609.0,527.0,,
2026352035,2016-05-02,7018.0,511.0,,
2026352035,2016-05-03,5992.0,,,
2026352035,2016-05-04,6564.0,538.0,,
2026352035,2016-05-05,12167.0,468.0,,
2026352035,2016-05-06,8198.0,524.0,,
2026352035,2016-05-07,4193.0,511.0,,
2026352035,2016-05-08,5528.0,541.0,,
2026352035,2016-05-09,10685.0,531.0,,
2026352035,2016-05-10,254.0,357.0,,
2026352035,2016-05-11,8580.0,523.0,,
2026352035,2016-05-12,8891.0,456.0,,
2320127002,2016-04-12,10725.0,,,
2320127002,2016-04-13,7275.0,,,
2320127002,2016-04-14,3973.0,,,
2320127002,2016-04-15,5205.0,,,
2320127002,2016-04-16,5057.0,,,
2320127002,2016-04-17,6198.0,,,
2320127002,2016-04-18,6559.0,,,
2320127002,2016-04-19,5997.0,,,
2320127002,2016-04-20,7192.0,,,
2320127002,2016-04-21,3404.0,,,
2320127002,2016-04-22,5583.0,,,
2320127002,2016-04-23,5079.0,61.0,,
2320127002,2016-04-24,4165.0,,,
2320127002,2016-04-25,3588.0,,,
2320127002,2016-04-26,3409.0,,,
2320127002,2016-04-27,1715.0,,,
2320127002,2016-04-28,1532.0,,,
2320127002,2016-04-29,924.0,,,
2320127002,2016-04-30,4571.0,,,
2320127002,2016-05-01,772.0,,,
2320127002,2016-05-02,3634.0,,,
2320127002,2016-05-03,7443.0,,,
2320127002,2016-05-04,1201.0,,,
2320127002,2016-05-05,5202.0,,,
2320127002,2016-05-06,4878.0,,,
2320127002,2016-05-07,7379.0,,,
2320127002,2016-05-08,5161.0,,,
2320127002,2016-05-09,3090.0,,,
2320127002,2016-05-10,6227.0,,,
2320127002,2016-05-11,6424.0,,,
2320127002,2016-05-12,2661.0,,,
2347167796,2016-04-12,10113.0,,,
2347167796,2016-04-13,10352.0,467.0,,
2347167796,2016-04-14,10129.0,445.0,,
2347167796,2016-04-15,10465.0,452.0,,
2347167796,2016-04-16,22244.0,,,
2347167796,2016-04-17,5472.0,556.0,,
2347167796,2016-04-18,8247.0,500.0,,
2347167796,2016-04-19,6711.0,465.0,,
2347167796,2016-04-20,10999.0,,,
2347167796,2016-04-21,10080.0,460.0,,
2347167796,2016-04-22,7804.0,405.0,,
2347167796,2016-04-23,16901.0,374.0,,
2347167796,2016-04-24,9471.0,442.0,,
2347167796,2016-04-25,9482.0,433.0,,
2347167796,2016-04-26,5980.0,436.0,,
2347167796,2016-04-27,11423.0,448.0,,
2347167796,2016-04-28,5439.0,408.0,,
2873212765,2016-04-12,8796.0,,,
2873212765,2016-04-13,7618.0,,,
2873212765,2016-04-14,7910.0,,,
2873212765,2016-04-15,8482.0,,,
2873212765,2016-04-16,9685.0,,,
2873212765,2016-04-17,2524.0,,,
2873212765,2016-04-18,7762.0,,,
2873212765,2016-04-19,7948.0,,,
2873212765,2016-04-20,9202.0,,,
2873212765,2016-04-21,8859.0,,56.7000007629395,1.0
2873212765,2016-04-22,7286.0,,,
2873212765,2016-04-23,9317.0,,,
2873212765,2016-04-24,6873.0,,,
2873212765,2016-04-25,7373.0,,,
2873212765,2016-04-26,8242.0,,,
2873212765,2016-04-27,3516.0,,,
2873212765,2016-04-28,7913.0,,,
2873212765,2016-04-29,7365.0,,,
2873212765,2016-04-30,8452.0,,,
2873212765,2016-05-01,7399.0,,,
2873212765,2016-05-02,7525.0,,,
2873212765,2016-05-03,7412.0,,,
2873212765,2016-05-04,8278.0,,,
2873212765,2016-05-05,8314.0,,,
2873212765,2016-05-06,7063.0,,,
2873212765,2016-05-07,4940.0,,,
2873212765,2016-05-08,8168.0,,,
2873212765,2016-05-09,7726.0,,,
2873212765,2016-05-10,8275.0,,,
2873212765,2016-05-11,6440.0,,,
2873212765,2016-05-12,7566.0,,57.2999992370605,1.0
3372868164,2016-04-12,4747.0,,,
3372868164,2016-04-13,9715.0,,,
3372868164,2016-04-14,8844.0,,,
3372868164,2016-04-15,7451.0,,,
3372868164,2016-04-16,6905.0,,,
3372868164,2016-04-17,8199.0,,,
3372868164,2016-04-18,6798.0,,,
3372868164,2016-04-19,7711.0,,,
3372868164,2016-04-20,4880.0,,,
3372868164,2016-04-21,8857.0,,,
3372868164,2016-04-22,3843.0,,,
3372868164,2016-04-23,7396.0,,,
3372868164,2016-04-24,6731.0,,,
3372868164,2016-04-25,5995.0,,,
3372868164,2016-04-26,8283.0,,,
3372868164,2016-04-27,7904.0,,,
3372868164,2016-04-28,5512.0,,,
3372868164,2016-04-29,9135.0,,,
3372868164,2016-04-30,5250.0,,,
3372868164,2016-05-01,3077.0,,,
3977333714,2016-04-12,8856.0,274.0,,
3977333714,2016-04-13,10035.0,295.0,,
3977333714,2016-04-14,7641.0,291.0,,
3977333714,2016-04-15,9010.0,424.0,,
3977333714,2016-04-16,13459.0,283.0,,
3977333714,2016-04-17,10415.0,381.0,,
3977333714,2016-04-18,11663.0,412.0,,
3977333714,2016-04-19,12414.0,219.0,,
3977333714,2016-04-20,11658.0,152.0,,
3977333714,2016-04-21,6093.0,332.0,,
3977333714,2016-04-22,8911.0,355.0,,
3977333714,2016-04-23,12058.0,235.0,,
3977333714,2016-04-24,14112.0,310.0,,
3977333714,2016-04-25,11177.0,262.0,,
3977333714,2016-04-26,11388.0,250.0,,
3977333714,2016-04-27,7193.0,349.0,,
3977333714,2016-04-28,7114.0,261.0,,
3977333714,2016-04-29,10645.0,333.0,,
3977333714,2016-04-30,13238.0,237.0,,
3977333714,2016-05-01,10414.0,383.0,,
3977333714,2016-05-02,16520.0,230.0,,
3977333714,2016-05-03,14335.0,292.0,,
3977333714,2016-05-04,13559.0,213.0,,
3977333714,2016-05-05,12312.0,318.0,,
3977333714,2016-05-06,11677.0,323.0,,
3977333714,2016-05-07,11550.0,237.0,,
3977333714,2016-05-08,13585.0,259.0,,
3977333714,2016-05-09,14687.0,,,
3977333714,2016-05-10,13072.0,312.0,,
3977333714,2016-05-11,746.0,,,
4020332650,2016-04-12,8539.0,501.0,,
4020332650,2016-04-14,108.0,,,
4020332650,2016-04-15,1882.0,,,
4020332650,2016-04-16,1982.0,77.0,,
4020332650,2016-05-02,475.0,,,
4020332650,2016-05-03,4496.0,322.0,,
4020332650,2016-05-04,10252.0,478.0,,
4020332650,2016-05-05,11728.0,226.0,,
4020332650,2016-05-06,4369.0,385.0,,
4020332650,2016-05-07,6132.0,,,
4020332650,2016-05-08,5862.0,364.0,,
4020332650,2016-05-09,4556.0,,,
4020332650,2016-05-10,5546.0,442.0,,
4020332650,2016-05-11,3689.0,,,
4020332650,2016-05-12,590.0,,,
4057192912,2016-04-12,5394.0,,,
4057192912,2016-04-13,5974.0,,,
4057192912,2016-04-15,3984.0,,,
4319703577,2016-04-13,8204.0,,,
4319703577,2016-04-14,10210.0,535.0,,
4319703577,2016-04-15,5664.0,465.0,,
4319703577,2016-04-16,4744.0,506.0,,
4319703577,2016-04-18,2276.0,515.0,,
4319703577,2016-04-19,8925.0,461.0,,
4319703577,2016-04-20,8954.0,523.0,,
4319703577,2016-04-21,3702.0,59.0,,
4319703577,2016-04-22,4500.0,533.0,,
4319703577,2016-04-23,4935.0,692.0,,
4319703577,2016-04-24,4081.0,467.0,,
4319703577,2016-04-25,9259.0,488.0,,
4319703577,2016-04-26,9899.0,505.0,,
4319703577,2016-04-27,10780.0,286.0,,
4319703577,2016-04-28,10817.0,497.0,,
4319703577,2016-04-29,7990.0,523.0,,
4319703577,2016-04-30,8221.0,490.0,,
4319703577,2016-05-01,1251.0,484.0,,
4319703577,2016-05-02,9261.0,478.0,,
4319703577,2016-05-03,9648.0,474.0,,
4319703577,2016-05-04,10429.0,,72.3000030517578,1.0
4319703577,2016-05-05,13658.0,,,
4319703577,2016-05-06,9524.0,450.0,,
4319703577,2016-05-07,7937.0,507.0,,
4319703577,2016-05-08,3672.0,602.0,,
4319703577,2016-05-09,10378.0,535.0,,
4319703577,2016-05-10,9487.0,487.0,,
4319703577,2016-05-11,9129.0,529.0,,
4388161847,2016-04-13,10993.0,,,
4388161847,2016-04-14,8863.0,,,
4388161847,2016-04-15,8758.0,499.0,,
4388161847,2016-04-16,6580.0,426.0,,
4388161847,2016-04-17,4660.0,619.0,,
4388161847,2016-04-18,11009.0,99.0,,
4388161847,2016-04-19,10181.0,329.0,,
4388161847,2016-04-20,10553.0,421.0,,
4388161847,2016-04-21,10055.0,442.0,,
4388161847,2016-04-22,12139.0,82.0,,
4388161847,2016-04-23,13236.0,478.0,,
4388161847,2016-04-24,10243.0,552.0,,
4388161847,2016-04-25,12961.0,,,
4388161847,2016-04-26,9461.0,319.0,,
4388161847,2016-04-27,11193.0,439.0,,
4388161847,2016-04-28,10074.0,428.0,,
4388161847,2016-04-29,9232.0,,,
4388161847,2016-04-30,12533.0,409.0,,
4388161847,2016-05-01,10255.0,547.0,,
4388161847,2016-05-02,10096.0,368.0,,
4388161847,2016-05-03,12727.0,,,
4388161847,2016-05-04,12375.0,390.0,,
4388161847,2016-05-05,9603.0,471.0,,
4388161847,2016-05-06,13175.0,,,
4388161847,2016-05-07,22770.0,472.0,,
4388161847,2016-05-08,17298.0,529.0,,
4388161847,2016-05-09,10218.0,62.0,,
4388161847,2016-05-10,10299.0,354.0,,
4388161847,2016-05-11,10201.0,469.0,,
4388161847,2016-05-12,3369.0,,,
4445114986,2016-04-12,3276.0,429.0,,
4445114986,2016-04-13,2961.0,370.0,,
4445114986,2016-04-14,3974.0,441.0,,
4445114986,2016-04-15,7198.0,337.0,,
4445114986,2016-04-16,3945.0,462.0,,
4445114986,2016-04-17,2268.0,98.0,,
4445114986,2016-04-18,6155.0,,,
4445114986,2016-04-19,2064.0,388.0,,
4445114986,2016-04-20,2072.0,439.0,,
4445114986,2016-04-21,3809.0,436.0,,
4445114986,2016-04-22,6831.0,388.0,,
4445114986,2016-04-23,4363.0,,,
4445114986,2016-04-24,5002.0,,,
4445114986,2016-04-25,3385.0,328.0,,
4445114986,2016-04-26,6326.0,353.0,,
4445114986,2016-04-27,7243.0,332.0,,
4445114986,2016-04-28,4493.0,419.0,,
4445114986,2016-04-29,4676.0,106.0,,
4445114986,2016-04-30,6222.0,322.0,,
4445114986,2016-05-01,5232.0,439.0,,
4445114986,2016-05-02,6910.0,502.0,,
4445114986,2016-05-03,7502.0,417.0,,
4445114986,2016-05-04,2923.0,337.0,,
4445114986,2016-05-05,3800.0,462.0,,
4445114986,2016-05-06,4514.0,374.0,,
4445114986,2016-05-07,5183.0,401.0,,
4445114986,2016-05-08,7303.0,361.0,,
4445114986,2016-05-09,5275.0,457.0,,
4445114986,2016-05-10,3915.0,405.0,,
4445114986,2016-05-11,9105.0,499.0,,
4445114986,2016-05-12,768.0,483.0,,
4558609924,2016-04-12,5135.0,,,
4558609924,2016-04-13,4978.0,,,
4558609924,2016-04-14,6799.0,,,
4558609924,2016-04-15,7795.0,,,
4558609924,2016-04-16,7289.0,,,
4558609924,2016-04-17,9634.0,,,
4558609924,2016-04-18,8940.0,,69.6999969482422,1.0
4558609924,2016-04-19,5401.0,,,
4558609924,2016-04-20,4803.0,,,
4558609924,2016-04-21,13743.0,126.0,,
4558609924,2016-04-22,9601.0,,,
4558609924,2016-04-23,6890.0,,,
4558609924,2016-04-24,8563.0,,,
4558609924,2016-04-25,8095.0,,70.3000030517578,1.0
4558609924,2016-04-26,9148.0,103.0,,
4558609924,2016-04-27,9557.0,,,
4558609924,2016-04-28,9451.0,,,
4558609924,2016-04-29,7833.0,171.0,,
4558609924,2016-04-30,10319.0,,,
4558609924,2016-05-01,3428.0,115.0,69.9000015258789,1.0
4558609924,2016-05-02,7891.0,,69.1999969482422,1.0
4558609924,2016-05-03,5267.0,,,
4558609924,2016-05-04,5232.0,,,
4558609924,2016-05-05,10611.0,,,
4558609924,2016-05-06,3755.0,,,
4558609924,2016-05-07,8237.0,,,
4558609924,2016-05-08,6543.0,123.0,,
4558609924,2016-05-09,11451.0,,69.0999984741211,1.0
4558609924,2016-05-10,6435.0,,,
4558609924,2016-05-11,9108.0,,,
4558609924,2016-05-12,6307.0,,,
4702921684,2016-04-12,7213.0,425.0,,
4702921684,2016-04-13,6877.0,400.0,,
4702921684,2016-04-14,7860.0,384.0,,
4702921684,2016-04-15,6506.0,253.0,,
4702921684,2016-04-16,11140.0,382.0,,
4702921684,2016-04-17,12692.0,591.0,,
4702921684,2016-04-18,9105.0,293.0,,
4702921684,2016-04-19,6708.0,457.0,,
4702921684,2016-04-20,8793.0,454.0,,
4702921684,2016-04-21,6530.0,425.0,,
4702921684,2016-04-22,1664.0,,,
4702921684,2016-04-23,15126.0,465.0,,
4702921684,2016-04-24,15050.0,480.0,,
4702921684,2016-04-25,9167.0,370.0,,
4702921684,2016-04-26,6108.0,421.0,,
4702921684,2016-04-27,7047.0,432.0,,
4702921684,2016-04-28,9023.0,442.0,,
4702921684,2016-04-29,9930.0,433.0,,
4702921684,2016-04-30,10144.0,479.0,,
4702921684,2016-05-02,7245.0,,,
4702921684,2016-05-03,9454.0,327.0,,
4702921684,2016-05-04,8161.0,412.0,,
4702921684,2016-05-05,8614.0,414.0,,
4702921684,2016-05-06,6943.0,404.0,,
4702921684,2016-05-07,14370.0,520.0,,
4702921684,2016-05-08,12857.0,,,
4702921684,2016-05-09,8232.0,435.0,,
4702921684,2016-05-10,10613.0,416.0,,
4702921684,2016-05-11,9810.0,354.0,,
4702921684,2016-05-12,2752.0,404.0,,
5553957443,2016-04-12,11596.0,441.0,,
5553957443,2016-04-13,4832.0,455.0,,
5553957443,2016-04-14,17022.0,357.0,,
5553957443,2016-04-15,16556.0,377.0,,
5553957443,2016-04-16,5771.0,651.0,,
5553957443,2016-04-17,655.0,350.0,,
5553957443,2016-04-18,3727.0,520.0,,
5553957443,2016-04-19,15482.0,357.0,,
5553957443,2016-04-20,2713.0,658.0,,
5553957443,2016-04-21,12346.0,399.0,,
5553957443,2016-04-22,11682.0,322.0,,
5553957443,2016-04-23,4112.0,631.0,,
5553957443,2016-04-24,1807.0,553.0,,
5553957443,2016-04-25,10946.0,433.0,,
5553957443,2016-04-26,11886.0,412.0,,
5553957443,2016-04-27,10538.0,347.0,,
5553957443,2016-04-28,11393.0,421.0,,
5553957443,2016-04-29,12764.0,450.0,,
5553957443,2016-04-30,1202.0,775.0,,
5553957443,2016-05-01,5164.0,622.0,,
5553957443,2016-05-02,9769.0,409.0,,
5553957443,2016-05-03,12848.0,380.0,,
5553957443,2016-05-04,4249.0,447.0,,
5553957443,2016-05-05,14331.0,419.0,,
5553957443,2016-05-06,9632.0,400.0,,
5553957443,2016-05-07,1868.0,442.0,,
5553957443,2016-05-08,6083.0,568.0,,
5553957443,2016-05-09,11611.0,453.0,,
5553957443,2016-05-10,16358.0,418.0,,
5553957443,2016-05-11,4926.0,463.0,,
5553957443,2016-05-12,3121.0,438.0,,
5577150313,2016-04-12,8135.0,419.0,,
5577150313,2016-04-13,5077.0,432.0,,
5577150313,2016-04-14,8596.0,477.0,,
5577150313,2016-04-15,12087.0,392.0,,
5577150313,2016-04-16,14269.0,406.0,,
5577150313,2016-04-17,12231.0,549.0,90.6999969482422,1.0
5577150313,2016-04-18,9893.0,527.0,,
5577150313,2016-04-19,12574.0,449.0,,
5577150313,2016-04-20,8330.0,447.0,,
5577150313,2016-04-21,10830.0,414.0,,
5577150313,2016-04-22,9172.0,338.0,,
5577150313,2016-04-23,7638.0,384.0,,
5577150313,2016-04-24,15764.0,543.0,,
5577150313,2016-04-25,6393.0,421.0,,
5577150313,2016-04-26,5325.0,354.0,,
5577150313,2016-04-27,6805.0,424.0,,
5577150313,2016-04-28,9841.0,361.0,,
5577150313,2016-04-29,7924.0,459.0,,
5577150313,2016-04-30,12363.0,412.0,,
5577150313,2016-05-01,13368.0,379.0,,
5577150313,2016-05-02,7439.0,525.0,,
5577150313,2016-05-03,11045.0,508.0,,
5577150313,2016-05-04,5206.0,603.0,,
5577150313,2016-05-05,7550.0,74.0,,
5577150313,2016-05-06,4950.0,,,
5577150313,2016-05-09,3421.0,,,
5577150313,2016-05-10,8869.0,504.0,,
5577150313,2016-05-11,4038.0,431.0,,
6117666160,2016-04-15,14019.0,,,
6117666160,2016-04-16,14450.0,380.0,,
6117666160,2016-04-17,7150.0,336.0,,
6117666160,2016-04-18,5153.0,493.0,,
6117666160,2016-04-19,11135.0,465.0,,
6117666160,2016-04-20,10449.0,474.0,,
6117666160,2016-04-21,19542.0,508.0,,
6117666160,2016-04-22,8206.0,480.0,,
6117666160,2016-04-23,11495.0,492.0,,
6117666160,2016-04-24,7623.0,353.0,,
6117666160,2016-04-26,9543.0,,,
6117666160,2016-04-27,9411.0,542.0,,
6117666160,2016-04-28,3403.0,393.0,,
6117666160,2016-04-29,9592.0,600.0,,
6117666160,2016-04-30,6987.0,,,
6117666160,2016-05-01,8915.0,507.0,,
6117666160,2016-05-02,4933.0,,,
6117666160,2016-05-04,2997.0,,,
6117666160,2016-05-05,9799.0,392.0,,
6117666160,2016-05-06,3365.0,658.0,,
6117666160,2016-05-07,7336.0,498.0,,
6117666160,2016-05-08,7328.0,555.0,,
6117666160,2016-05-09,4477.0,492.0,,
6290855005,2016-04-12,4562.0,,,
6290855005,2016-04-13,7142.0,,,
6290855005,2016-04-14,7671.0,,,
6290855005,2016-04-15,9501.0,,,
6290855005,2016-04-16,8301.0,,,
6290855005,2016-04-17,7851.0,,,
6290855005,2016-04-18,6885.0,,,
6290855005,2016-04-19,7142.0,,,
6290855005,2016-04-20,6361.0,,,
6290855005,2016-04-22,6238.0,,,
6290855005,2016-04-24,5896.0,,,
6290855005,2016-04-25,7802.0,,,
6290855005,2016-04-27,5565.0,,,
6290855005,2016-04-28,5731.0,,,
6290855005,2016-04-30,6744.0,,,
6290855005,2016-05-01,9837.0,,,
6290855005,2016-05-02,6781.0,,,
6290855005,2016-05-03,6047.0,,,
6290855005,2016-05-04,5832.0,,,
6290855005,2016-05-05,6339.0,,,
6290855005,2016-05-06,6116.0,,,
6290855005,2016-05-07,5510.0,,,
6290855005,2016-05-08,7706.0,,,
6290855005,2016-05-09,6277.0,,,
6775888955,2016-04-13,4053.0,235.0,,
6775888955,2016-04-14,5162.0,423.0,,
6775888955,2016-04-15,1282.0,391.0,,
6775888955,2016-04-16,4732.0,,,
6775888955,2016-04-17,2497.0,,,
6775888955,2016-04-18,8294.0,,,
6775888955,2016-04-20,10771.0,,,
6775888955,2016-04-22,637.0,,,
6775888955,2016-04-24,2153.0,,,
6775888955,2016-04-25,6474.0,,,
6775888955,2016-04-26,7091.0,,,
6775888955,2016-04-28,703.0,,,
6775888955,2016-04-30,2503.0,,,
6775888955,2016-05-01,2487.0,,,
6775888955,2016-05-06,4697.0,,,
6775888955,2016-05-07,1967.0,,,
6962181067,2016-04-12,10199.0,366.0,62.5,1.0
6962181067,2016-04-13,5652.0,630.0,62.0999984741211,1.0
6962181067,2016-04-14,1551.0,508.0,61.7000007629395,1.0
6962181067,2016-04-15,5563.0,370.0,61.5,1.0
6962181067,2016-04-16,13217.0,357.0,62.0,1.0
6962181067,2016-04-17,10145.0,427.0,61.4000015258789,1.0
6962181067,2016-04-18,11404.0,442.0,61.2000007629395,1.0
6962181067,2016-04-19,10742.0,476.0,61.4000015258789,1.0
6962181067,2016-04-20,13928.0,418.0,61.7000007629395,1.0
6962181067,2016-04-21,11835.0,451.0,61.4000015258789,1.0
6962181067,2016-04-22,10725.0,425.0,61.4000015258789,1.0
6962181067,2016-04-23,20031.0,528.0,61.5,1.0
6962181067,2016-04-24,5029.0,511.0,61.5,1.0
6962181067,2016-04-25,13239.0,400.0,61.7000007629395,1.0
6962181067,2016-04-26,10433.0,441.0,,
6962181067,2016-04-27,10320.0,455.0,61.2000007629395,1.0
6962181067,2016-04-28,12627.0,440.0,61.2000007629395,1.0
6962181067,2016-04-29,10762.0,433.0,61.4000015258789,1.0
6962181067,2016-04-30,10081.0,422.0,61.0,1.0
6962181067,2016-05-01,5454.0,411.0,61.7000007629395,1.0
6962181067,2016-05-02,12912.0,466.0,61.5,1.0
6962181067,2016-05-03,12109.0,394.0,61.0,1.0
6962181067,2016-05-04,10147.0,442.0,61.0999984741211,1.0
6962181067,2016-05-05,10524.0,467.0,61.2999992370605,1.0
6962181067,2016-05-06,5908.0,443.0,61.5,1.0
